,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
476,HD 104985 b,HD 104985,199.505,0.95,12.6,2637.9,7.25,0.09,313.321964869454,18.57094796088059,4877.0,11.0,2.3,100.5760000,1,31379.79532579366,2.85,0.1868033023391941
477,HD 105618 b,HD 105618,10.02244605,0.09124,5.4,25.14472,0.877,0.454676,312.9172565361207,15.448442777835222,5671.0,1.27,1.01,70.0837000,2,29306.735907638893,4.23,0.1502948216960628
478,HD 105618 c,HD 105618,77114.07157859,35.747028,11.9,8550.26928,27.9,0.126319,230.68696194951227,6052.56374984298,5671.0,1.27,1.01,70.0837000,2,29306.735907638893,4.23,0.1502948216960628
479,HD 105779 b,HD 105779,2412.0,3.38,14.1,203.41018,0.399,0.0,291.9027012395284,773.200274563875,5792.0,0.94,0.89,55.2411000,1,29290.077907638894,4.36,7.54
480,HD 106252 b,HD 106252,1531.0,2.61,12.5,3178.28407,8.94,0.48,308.4847993737476,510.2123597673509,5874.0,1.1,1.01,38.1850000,1,29306.735907638893,4.36,4.19
481,HD 106270 b,HD 106270,1888.0,3.34,12.5,3219.6179,9.06,0.185,295.34640947351625,270.00262290571936,5509.0,2.66,1.39,93.8080000,1,29194.705775793656,3.72,4.3
482,HD 106315 b,HD 106315,9.55237,0.0907,2.44,12.6,4.7,0.093,1153.0,15.07,6327.0,1.3,1.09,109.3530000,2,240.0,4.25,4.48
483,HD 106315 c,HD 106315,21.05704,0.1536,4.35,15.2,1.01,0.22,886.0,25.5,6327.0,1.3,1.09,109.3530000,2,83.0,4.25,4.48
484,HD 10647 b,HD 10647,989.2,2.015,13.8,298.75,0.625,0.15,311.6025017546999,393.8995804334146,6218.0,1.1,1.11,17.3357000,1,29306.735907638893,4.62,1.4
485,HD 106515 A b,HD 106515 A,3586.86089301,4.496414,12.4,3518.96545,10.1,0.564614,270.43379314758363,1062.4978304804213,5362.0,0.91,0.93,34.0915000,1,29290.077907638894,4.41,11.7
486,HD 106906 b,HD 106906,3165.0796094172,650.0,12.4,3496.0,10.1,0.0,1800.0,65929.6315393725,6516.0,2.12,1.5,103.0290000,1,29236.219354126988,3.9,0.013
487,HD 10697 b,HD 10697,1075.37989939,2.050268,12.8,1914.58848,5.02,0.104467,312.408714869454,237.028649503365,5680.0,1.86,0.99,33.1205000,1,29281.62322763889,3.96,6.98
488,HD 107148 b,HD 107148,48.056,0.269,9.6,66.741,0.415,0.05,311.6025017546999,49.438987868867,5797.0,1.17,1.12,49.4156000,2,29306.735907638893,4.45,5.6
489,HD 107148 c,HD 107148,18.3267,0.1407,4.7,19.89606,1.05,0.34,311.6025017546999,25.858979900184337,5752.92,1.17,1.11,49.4156000,2,29306.735907638893,4.35,5.6
490,HD 108147 b,HD 108147,10.8985,0.102,10.9,82.95,0.352,0.53,890.0,18.12666690918488,6255.73,1.21,1.22,38.9200000,1,29306.735907638893,4.36,3.2
491,HD 108236 b,HD 108236,3.795963,0.04527,1.615,3.24,4.23,0.045,1099.0,11.35,5660.0,0.88,0.87,64.5978000,5,312.18,4.49,6.7
492,HD 108236 c,HD 108236,6.203449,0.062,2.071,4.94,3.06,0.034,932.0,15.78,5660.0,0.88,0.87,64.5978000,5,162.17,4.49,6.7
493,HD 108236 d,HD 108236,14.175685,0.1074,2.539,6.98,2.34,0.055,708.0,27.39,5660.0,0.88,0.87,64.5978000,5,53.88,4.49,6.7
494,HD 108236 e,HD 108236,19.590025,0.1367,3.083,9.71,1.82,0.058,636.0,33.9,5660.0,0.88,0.87,64.5978000,5,35.0,4.49,6.7
495,HD 108236 f,HD 108236,29.54115,0.1758,2.017,4.72,3.16,0.051,311.6025017546999,42.95753488845799,5660.0,0.88,0.87,64.5978000,5,29290.077907638894,4.49,6.7
496,HD 108341 b,HD 108341,1129.0,2.0,13.1,1112.4,2.72,0.85,311.18088559308376,544.3848835967661,5122.0,0.79,0.84,48.9102000,1,29292.144907638893,4.45,4.9
497,HD 108863 b,HD 108863,437.7,1.32,13.3,767.24162,1.79,0.032,313.321964869454,49.44987426957385,4878.0,5.74,1.59,164.7420000,1,31379.79532579366,3.07,1.8
498,HD 108874 b,HD 108874,394.48123,1.04,13.6,451.3186,0.986,0.13,311.6025017546999,212.984104934811,5600.0,1.05,1.1,59.5175000,2,29306.735907638893,4.44,8.0
499,HD 108874 c,HD 108874,1624.0,2.659,13.8,314.64,0.658,0.239,308.4847993737476,524.5597845560562,5551.0,1.09,0.95,59.5175000,2,29306.735907638893,4.36,8.0
500,HD 109246 b,HD 109246,68.27,0.33,13.9,273.3338,0.559,0.12,311.6025017546999,66.3182893241481,5844.0,1.07,1.2,67.8349000,1,29306.735907638893,4.46,0.1502031550293961
501,HD 109271 b,HD 109271,7.8543,0.079,4.31,17.162,1.18,0.25,315.283056296302,13.1686281338272,5783.0,1.29,1.05,55.8716000,2,29286.41423763889,4.28,7.3
502,HD 109271 c,HD 109271,30.93,0.196,5.27,24.154,0.907,0.15,312.408714869454,32.67153309152065,5783.0,1.29,1.05,55.8716000,2,29286.41423763889,4.28,7.3
503,HD 109286 b,HD 109286,520.1,1.259,13.2,950.30694,2.27,0.338,259.0,248.5,5694.0,1.09,0.98,55.4156000,1,0.71,4.44,0.1502948216960628
504,HD 109749 b,HD 109749,5.239891,0.0615,11.1,85.8141,0.345,0.0,327.8934574459376,10.839729331782328,5824.0,1.22,1.13,63.0821000,1,29306.735907638893,4.31,3.3
505,HD 10975 b,HD 10975,283.8,0.95,14.3,143.02278,0.269,0.442,313.321964869454,18.304697810903807,4840.0,11.16,1.41,116.5060000,1,31379.79532579366,2.48,0.3378300752619413
506,HD 109833 b,HD 109833,9.188526,288.6525,2.888,8.69,1.98,0.18,811.0,19.9,5881.0,1.0,1.08,79.5561000,2,72.03,4.45,0.027
507,HD 109833 c,HD 109833,13.900148,288.6525,2.59,7.22,2.28,0.3,757.0,29.4,5881.0,1.0,1.08,79.5561000,2,77.48,4.45,0.027
508,HD 109988 b,HD 109988,17132.15854472,12.511098,12.1,6725.39378,20.9,0.05578,230.96096194951224,3092.2836646173623,5185.97,0.87,0.88,42.5279000,1,29290.077907638894,4.5,0.1502948216960628
509,HD 110014 b,HD 110014,835.477,2.14,12.4,3524.59,10.2,0.462,313.321964869454,22.0176335935094,4445.0,20.9,2.17,100.7580000,1,31379.79532579366,2.1,0.95
510,HD 110082 b,HD 110082,10.18271,0.113,3.2,10.3,1.73,0.2,957.0,20.0,6200.0,1.19,1.21,105.0960000,1,198.39,4.2,0.25
511,HD 110113 b,HD 110113,2.541,0.035,2.05,4.55,2.9,0.093,1371.0,7.758887645077621,5732.0,0.97,1.0,106.3070000,2,735.49,4.46,4.0
512,HD 110113 c,HD 110113,6.744,0.068,3.23,10.5,1.71,0.045,990.0,15.074410281865092,5732.0,0.97,1.0,106.3070000,2,199.9,4.46,4.0
513,HD 110537 b,HD 110537,24469.67342295,16.589764,11.9,8644.78715,28.2,0.401407,230.68696194951227,3049.0005246965297,5718.0,1.17,1.02,45.0858000,1,29306.735907638893,4.31,0.1502948216960628
514,HD 11112 b,HD 11112,17244.90764393,13.503729,12.6,2428.48595,6.67,0.285438,230.96096194951224,1975.32941919454,5905.64,1.47,1.07,44.3804000,1,29286.41423763889,4.13,0.1502948216960628
515,HD 111232 b,HD 111232,1169.13201636,2.147271,12.6,2626.8024,7.22,0.213617,311.6025017546999,513.0355999859512,5512.0,0.9,0.96,28.9571000,2,29290.077907638894,4.45,5.2
516,HD 111232 c,HD 111232,26472.44622716,17.205919,12.1,6085.555,18.9,0.558246,230.68696194951227,4110.915193040225,5460.0,0.9,0.96,28.9571000,2,29290.077907638894,4.45,13.0
517,HD 111591 b,HD 111591,1056.4,2.5,12.9,1398.452,3.58,0.26,309.2910124885017,66.94645984455873,4884.0,8.03,1.94,114.1660000,1,31379.79532579366,3.1,1.41
518,HD 111998 b,HD 111998,825.9,1.82,12.9,1433.4133,3.67,0.03,312.408714869454,269.9022709087691,6557.0,1.45,1.18,33.2237000,1,29286.41423763889,4.19,1.9
519,HD 112640 b,HD 112640,613.2,1.7,12.9,1589.15,4.07,0.24,313.321964869454,9.3731910085956,4155.0,39.0,1.8,323.3350000,1,31379.79532579366,1.7,1.6
520,HD 113337 b,HD 113337,317.58638571,1.021796,13.1,1032.00909,2.52,0.279903,312.408714869454,146.47924475017217,6774.0,1.5,1.41,36.1800000,2,29286.41423763889,4.21,0.15
521,HD 113337 c,HD 113337,5429.93477336,6.82814,12.1,6268.96682,19.4,0.164097,253.0836235458925,959.6528095670308,6667.33,1.53,1.41,36.1800000,2,29286.41423763889,4.21,0.15
522,HD 11343 c,HIP 8541,228.53731482,0.922152,13.9,253.39075,0.518,0.168579,313.321964869454,29.24663947279017,4708.93,6.78,2.01,155.1210000,2,31379.79532579366,2.7,0.1826879094820513
523,HD 113538 b,HD 113538,663.2,1.24,13.2,114.41,0.273,0.14,305.2689554139634,503.0938037465963,4462.0,0.53,0.58,16.2817000,2,29316.89940763889,3.79,4.3
524,HD 113538 c,HD 113538,1818.0,2.44,13.8,295.57,0.618,0.2,305.2689554139634,989.95877511427,4462.0,0.53,0.58,16.2817000,2,29316.89940763889,3.79,4.3
525,HD 113996 b,HD 113996,610.2,1.6,12.7,2002.329,5.37,0.28,313.321964869454,13.701762104068347,4181.0,25.11,1.49,116.3340000,1,31379.79532579366,1.86,3.24
526,HD 114082 b,HD 114082,109.75,0.5109,11.209,2542.62726,9.92,0.395,312.408714869454,70.4,6651.0,1.49,1.47,95.3906000,1,29286.41423763889,4.19,0.015
527,HD 114386 b,HD 114386,937.70001,1.73,13.7,362.3262,0.774,0.23,310.6314158961141,489.4808029024344,4836.0,0.76,0.6,27.9243000,1,29292.144907638893,4.45,1.0
528,HD 114613 b,HD 114613,4000.0,5.34,13.1,113.46531,0.277,0.458,257.6437678894636,536.5752499862891,5641.0,2.14,1.27,20.2836000,1,29281.58900412699,3.87,4.55
529,HD 114729 b,HD 114729,1121.79,2.067,13.9,262.20975,0.537,0.079,312.408714869454,302.3613632556692,5844.0,1.47,0.94,37.8063000,1,29286.41423763889,4.05,10.116
530,HD 114783 b,HD 114783,493.7,1.16,13.7,349.6,0.747,0.144,311.6025017546999,296.9489924571884,5135.0,0.84,0.85,21.0628000,2,29290.077907638894,4.53,7.0
531,HD 114783 c,HD 114783,4319.0,4.97,14.1,194.19413,0.381,0.0,259.0188928894636,1272.272838372609,5126.74,0.84,0.85,21.0628000,2,29290.077907638894,4.53,7.0
532,HD 11505 b,HD 11505,32669.2224679,20.331534,12.6,2649.58135,7.28,0.144108,230.68696194951227,3643.2758409365074,5757.15,1.2,1.03,38.9679000,1,29306.735907638893,4.3,0.1502948216960628
533,HD 11506 b,HD 11506,1613.74017306,2.798425,12.8,1716.82279,4.5,0.390871,309.2910124885017,485.2830692034804,6183.0,1.24,1.12,51.2610000,3,29306.735907638893,4.43,2.3
534,HD 11506 c,HD 11506,223.95986342,0.749283,13.3,115.84733,0.271,0.233121,312.408714869454,120.23868940353292,6055.0,1.34,1.12,51.2610000,3,29286.41423763889,4.3,2.3
535,HD 11506 d,HD 11506,14723.57452498,12.245208,12.6,2446.83592,6.72,0.060812,230.96096194951224,2123.477356468374,6183.0,1.24,1.12,51.2610000,3,29306.735907638893,4.43,2.3
536,HD 115404 A b,HD 115404 A,10.49487691,0.088127,6.0,30.03873,0.764,0.231551,310.219059835508,25.95907893357428,5019.17,0.73,0.83,10.9816000,2,29292.144907638893,4.63,0.1502948216960628
537,HD 115404 A c,HD 115404 A,15319.22517076,11.294908,12.5,3299.58202,9.28,0.211449,229.04498872828896,3327.0780614279342,5019.17,0.73,0.83,10.9816000,2,29292.144907638893,4.63,0.1502948216960628
538,HD 115954 b,HD 115954,3700.0,5.0,12.6,2634.79749,7.24,0.487,145.0,903.0,5957.0,1.21,1.18,87.6437000,1,0.06,4.15,0.1502031550293961
539,HD 116029 b,HD 116029,670.0,1.65,13.6,444.962,0.972,0.0,313.321964869454,72.55681960821929,4819.0,4.89,0.83,123.2450000,2,31379.79532579366,2.98,2.7
540,HD 116029 c,HD 116029,907.0,,13.7,403.6441,0.863,0.038,,,4951.0,4.6,1.33,123.2450000,2,,3.4,2.7
541,HD 117207 b,HD 117207,2621.75,3.787,13.4,612.14058,1.4,0.157,285.9995145563849,761.0526111228752,5732.0,1.07,1.05,32.3547000,1,29306.735907638893,4.37,4.192
542,HD 11755 b,HD 11755,433.70001,1.09,12.8,1789.3829,4.69,0.19,313.321964869454,11.388965579814757,4312.0,20.58,0.72,235.0450000,1,31379.79532579366,1.67,10.2
543,HD 117618 b,HD 117618,25.8,0.18,8.59,55.30242,0.479,0.15,311.6025017546999,32.25480435310839,5990.0,1.2,1.08,37.7781000,1,29306.735907638893,4.41,5.6
544,HD 118203 b,HD 118203,6.1335,0.07,13.138,886.7457,2.15,0.31,1509.0,7.3069136075002845,5864.0,2.06,1.84,92.2589000,1,861.55,4.08,4.6
545,HD 11964 b,HD 11964,1945.0,3.16,14.1,198.0,0.388,0.041,298.2390653155501,338.0603043310864,5303.0,2.01,0.91,33.5369000,2,29192.212877638893,3.79,7.45
546,HD 11964 c,HD 11964,37.91,0.229,5.38,25.0,0.882,0.3,312.408714869454,24.49867395310721,5303.0,2.01,0.91,33.5369000,2,29192.212877638893,3.79,7.45
547,HD 11977 b,HD 11977,711.0,1.93,12.7,2080.0,5.58,0.4,313.321964869454,41.13100257779927,4970.0,10.09,1.91,67.9331000,1,31379.79532579366,2.9,1.2
548,HD 120084 b,HD 120084,2085.10024027,4.332646,12.6,2439.44256,6.7,0.732073,270.9961502904408,102.15544522023224,4892.0,9.12,2.5,103.0440000,1,31379.79532579366,2.71,1.02
549,HD 121504 b,HD 121504,63.33,0.33,13.6,479.9233,1.05,0.03,311.6025017546999,66.3182893241481,6027.0,1.07,1.62,41.6592000,1,29306.735907638893,4.59,1.2
550,HD 12235 b,HD 12235,4.36304899,0.053918,3.2,10.33369,1.73,0.376428,328.69967056069174,6.441164967077401,5986.0,1.8,1.1,31.7627000,2,29281.62322763889,3.97,0.1502031550293961
551,HD 12235 c,HD 12235,36336.70678753,22.187701,12.5,3171.50491,8.92,0.174465,230.68696194951227,2650.592425186176,5986.0,1.8,1.1,31.7627000,2,29281.62322763889,3.97,0.1502031550293961
552,HD 122562 c,HD 122562,84.96275604,0.406294,10.1,72.85079,0.389,0.227859,312.408714869454,40.26093234974446,4956.0,2.17,1.24,53.2528000,1,29254.813237460326,,0.1560220597913009
553,HD 124330 b,HD 124330,270.66,0.86,14.0,238.37131,0.477,0.34,312.408714869454,142.25195765986263,5873.0,1.3,1.15,60.1977000,1,29286.41423763889,4.24,0.1502031550293961
554,HD 12484 b,HD 12484,58.83,0.297,13.2,947.1334,2.26,0.07,311.6025017546999,63.86451261915462,5920.0,1.0,1.01,48.3367000,1,29290.077907638894,4.65,0.1502948216960628
555,HD 125271 b,HD 125271,14901.99295308,10.780317,12.4,3514.14627,10.1,0.165353,229.8526260909264,3090.817917328786,4703.93,0.75,0.75,39.3466000,1,29292.144907638893,4.56,0.1502948216960628
556,HD 125390 b,HD 125390,1757.39150946,3.49516,11.9,9165.5058,29.9,0.596681,292.70891435428246,116.16249560310185,4850.0,6.47,1.82,153.6470000,1,31379.79532579366,3.13,0.4056143365839527
557,HD 125595 b,HD 125595,9.6737,0.08,2.4,6.3566,2.53,0.0,311.13995756278075,23.24670584007812,4691.0,0.74,0.29,28.1989000,1,29292.144907638893,4.17,3.53
558,HD 125612 b,HD 125612,557.69994314,1.348279,13.2,944.27564,2.26,0.4465,311.6025017546999,270.95623276264564,5900.0,1.07,1.05,57.6207000,3,29306.735907638893,4.45,1.77
559,HD 125612 c,HD 125612,4.15466389,0.051386,4.01,15.17685,1.29,0.148622,329.3390783609703,10.523462707865574,5900.0,1.05,1.05,57.6207000,3,29306.735907638893,4.41,1.77
560,HD 125612 d,HD 125612,2822.726978,3.979432,12.6,2352.38976,6.46,0.114614,280.2326684185788,814.9574641047545,5900.0,1.05,1.05,57.6207000,3,29306.735907638893,4.41,1.77
561,HD 12648 b,HD 12648,133.60001,0.54,13.4,622.9468,1.42,0.04,313.321964869454,10.536959679781328,4835.0,11.02,0.67,182.1920000,1,31379.79532579366,2.18,4.5
562,HD 126525 b,HD 126525,960.41,1.837,10.3,75.32571,0.379,0.035,311.6025017546999,403.0753441949668,5638.0,0.98,0.9,37.6506000,1,29290.077907638894,4.38,9.67
563,HD 12661 b,HD 12661,262.70862,0.84,13.3,772.3269,1.8,0.38,311.6025017546999,150.52242031450584,5645.0,1.2,1.2,37.8478000,2,29306.735907638893,4.36,6.39
564,HD 12661 c,HD 12661,1708.0,2.8145,13.4,575.884,1.32,0.031,308.4847993737476,545.2321132241655,5748.0,1.11,1.02,37.8478000,2,29306.735907638893,4.32,6.39
565,HD 126614 b,HD 126614,1257.25302691,2.248182,13.6,119.96298,0.262,0.547783,312.408714869454,352.8694431152308,5568.0,1.37,0.96,73.0961000,1,29286.41423763889,4.17,7.2
566,HD 127506 b,HD 127506,65.78395386,0.287149,5.58,26.61699,0.842,0.239894,310.6314158961141,83.4408541909074,4595.32,0.74,0.73,22.5279000,1,29292.144907638893,4.57,0.1502948216960628
567,HD 128311 b,HD 128311,453.019,1.084,13.5,562.24127,1.26,0.303,310.6314158961141,306.7035782348202,4965.0,0.76,0.83,16.3292000,2,29292.144907638893,4.61,0.96
568,HD 128311 c,HD 128311,921.538,1.74,13.0,1204.25787,3.01,0.159,310.6314158961141,492.3101717053386,4965.0,0.76,0.83,16.3292000,2,29292.144907638893,4.61,0.96
569,HD 128356 b,HD 128356,298.2,0.87,13.9,282.8687,0.579,0.57,311.6025017546999,220.09160617415145,4875.0,0.85,0.65,26.1548000,1,29290.077907638894,4.52,10.0
570,HD 129445 b,HD 129445,1840.0,2.9,13.5,508.507,1.14,0.7,305.07824985182555,528.4685458983862,5605.0,1.18,0.99,67.4386000,1,29306.735907638893,4.31,0.1502948216960628
571,HD 130322 b,HD 130322,10.70871,0.0925,13.7,365.49,0.781,0.029,720.0,23.400544334608053,5387.0,0.85,0.92,31.8766000,1,29290.077907638894,4.52,0.35
572,HD 131496 b,HD 131496,896.0,2.01,13.4,572.094,1.31,0.181,313.321964869454,97.34558070532712,4846.0,4.44,1.34,131.8490000,1,31379.79532579366,3.18,2.7
573,HD 13167 b,HD 13167,2613.0,4.1,13.1,1052.0173,2.57,0.563,278.86376781917824,368.88339706483794,5671.0,2.39,1.35,148.9340000,1,29097.63739079366,3.72,0.3310850752619413
574,HD 13189 b,HD 13189,471.60001,1.25,12.4,3480.2385,10.0,0.27,313.321964869454,6.997918153499175,4175.0,38.41,2.24,497.8230000,1,31379.79532579366,1.62,0.1868033023391941
575,HD 132406 b,HD 132406,974.0,1.98,12.8,1709.9254,4.48,0.34,312.408714869454,317.73389362763487,5783.0,1.34,1.03,70.7832000,1,29286.41423763889,4.2,7.187
576,HD 132563 b,HD 132563,1544.0,2.62,13.6,473.547,1.03,0.22,309.2910124885017,433.37224310330254,6289.0,1.3,1.23,105.1550000,1,29286.41423763889,4.3,2.31
577,HD 133131 A b,HD 133131 A,649.0,1.44,13.6,451.3186,0.986,0.33,311.6025017546999,322.5480435310839,5799.0,0.96,0.95,51.4736000,3,29290.077907638894,4.39,9.7
578,HD 133131 A c,HD 133131 A,3568.0,4.49,14.3,133.4886,0.251,0.49,270.43379314758363,1005.7227190656714,5799.0,0.96,0.95,51.4736000,3,29290.077907638894,4.39,9.7
579,HD 133131 B b,HD 133131 B,5769.0,6.15,13.3,794.575,1.86,0.61,254.344662007431,1335.8050287650951,5805.0,0.99,0.93,51.2993000,3,29290.077907638894,4.41,9.7
580,HD 134060 b,HD 134060,3.2696,0.0444,3.16,10.1,1.76,0.45,331.0546353683261,8.23053628320697,5966.0,1.16,1.09,24.0125000,2,29306.735907638893,4.43,5.6
581,HD 134060 c,HD 134060,1291.5646,2.3928,5.91,29.29,0.78,0.11,308.4847993737476,443.5591715868837,5966.0,1.16,1.09,24.0125000,2,29306.735907638893,4.43,5.6
582,HD 134987 b,HD 134987,258.17999,0.81,13.5,511.7063,1.14,0.23,311.6025017546999,142.76716680884044,5736.0,1.22,1.1,26.1804000,2,29306.735907638893,4.31,8.4
583,HD 134987 c,HD 134987,5000.0,5.8,13.9,260.0,0.532,0.12,254.344662007431,997.748614656153,5585.0,1.25,1.1,26.1804000,2,29306.735907638893,4.25,8.4
584,HD 135872 b,HD 135872,2422.32596749,4.183784,12.8,1880.61597,4.93,0.164345,270.9961502904408,228.9179548357341,4992.0,3.93,1.65,82.4251000,1,31379.79532579366,,0.4122960335536496
585,HD 136118 b,HD 136118,1187.5976527,2.325263,12.3,4174.7703,12.3,0.344143,309.2910124885017,297.622631486198,6182.43,1.68,1.18,51.4359000,1,29478.56418763889,4.06,0.1502031550293961
586,HD 136352 b,HD 136352,11.57797,0.0964,1.664,4.72,5.623888,0.0,905.0,19.6,5664.0,1.06,0.87,14.6820000,3,111.6,4.39,12.3
587,HD 136352 c,HD 136352,27.59221,0.1721,2.916,11.24,2.497668,0.0,677.0,34.97,5664.0,1.06,0.87,14.6820000,3,35.1,4.39,12.3
588,HD 136352 d,HD 136352,107.245,0.425,2.562,8.82,2.878108,0.0,431.0,86.46,5664.0,1.06,0.87,14.6820000,3,5.74,4.39,12.3
589,HD 136418 b,HD 136418,464.29999,1.29,13.3,680.1562,1.59,0.25,313.321964869454,73.3839464118339,4989.0,3.78,1.48,105.1680000,1,31379.79532579366,3.45,4.0
590,HD 136925 b,HD 136925,4540.0,5.13,13.9,266.97586,0.546,0.103,258.25076788946365,926.9868141817708,5773.19,1.19,0.88,47.8740000,1,29306.735907638893,4.23,0.1502948216960628
591,HD 13724 c,HD 13724,142.22894586,0.534309,8.21,51.25631,0.509,0.651427,311.6025017546999,110.47456576349356,5835.31,1.04,1.0,43.4650000,1,29306.735907638893,4.42,0.1502948216960628
592,HD 137388 b,HD 137388,330.0,0.89,9.32,63.566,0.431,0.36,311.6025017546999,217.475574805049,5181.0,0.88,0.68,40.4841000,1,29290.077907638894,4.39,6.45
593,HD 137496 b,HD 137496,1.62116,0.02732,1.31,4.04,10.49,0.0,2130.0,3.7,5799.0,1.59,1.04,155.3170000,2,29286.41423763889,4.05,8.3
594,HD 137496 c,HD 137496,479.9,1.2163,12.6,2434.5656,6.69,0.477,370.0,164.49274018736156,5799.0,1.59,1.04,155.3170000,2,29286.41423763889,4.05,8.3
595,HD 13808 b,HD 13808,14.1815,0.10519,3.35,11.2,1.64,0.071,312.0994272597504,28.998998888063863,5035.0,0.78,0.77,28.2305000,2,29292.144907638893,4.58,7.2
596,HD 13808 c,HD 13808,53.753,0.2554,3.13,9.96,1.78,0.156,311.18088559308376,70.40920539986224,5035.0,0.78,0.77,28.2305000,2,29292.144907638893,4.58,7.2
597,HD 13908 b,HD 13908,19.382,0.154,13.9,274.91,0.562,0.02,312.408714869454,19.829300879755262,6255.0,1.67,1.29,79.5515000,2,29478.56418763889,4.11,2.9
598,HD 13908 c,HD 13908,931.0,2.03,12.8,1630.4,4.27,0.12,312.408714869454,261.38623886950114,6255.0,1.67,1.29,79.5515000,2,29478.56418763889,4.11,2.9
599,HD 13931 b,HD 13931,4218.0,5.15,13.3,699.226,1.63,0.02,258.25076788946365,885.9319595653773,5867.0,1.25,1.3,47.3963000,1,29306.735907638893,4.36,8.4
600,HD 139357 b,HD 139357,1124.79139251,2.948979,12.1,6315.52561,19.6,0.098928,305.8844629665797,55.2855220496514,4700.0,11.47,2.69,112.0900000,1,31379.79532579366,2.9,3.07
601,HD 1397 b,HD 1397,11.53533,0.1097,11.5,131.89945,0.477,0.251,1228.0,10.1,5521.0,2.34,1.32,79.5702000,1,356.0,3.82,4.51
602,HD 14067 b,HD 14067,2721.2347924,5.250541,12.2,5001.77608,15.1,0.681467,258.25076788946365,91.05116811987855,4815.0,12.4,2.58,142.0240000,1,31379.79532579366,2.61,0.69
603,HD 140901 b,HD 140901,9.02377598,0.084501,3.93,14.64775,1.33,0.472252,312.93778060523533,19.12675945713693,5610.0,0.95,0.99,15.2528000,2,29290.077907638894,4.46,4.16
604,HD 140901 c,HD 140901,7417.50547213,7.343138,12.8,1685.33019,4.42,0.607482,251.1037425935116,1662.1156458096536,5610.0,0.95,0.99,15.2528000,2,29290.077907638894,4.46,4.16
605,HD 141004 b,HD 141004,15.5083,0.1238,3.77,13.63484,1.4,0.16,313.3272565361207,19.15177351997515,5885.38,1.39,1.05,11.8148000,1,29286.41423763889,4.17,6.32
606,HD 141399 b,HD 141399,94.44,0.415,14.3,143.34133,0.269,0.04,312.408714869454,64.20021010330927,5600.0,1.39,1.07,37.0169000,4,29286.41423763889,4.28,0.1502948216960628
607,HD 141399 c,HD 141399,201.99,0.689,13.6,422.7139,0.923,0.048,312.408714869454,106.58781870163877,5600.0,1.39,1.07,37.0169000,4,29286.41423763889,4.28,0.1502948216960628
608,HD 141399 d,HD 141399,1069.8,2.09,13.7,375.0394,0.801,0.074,312.408714869454,323.32154003835274,5600.0,1.39,1.07,37.0169000,4,29286.41423763889,4.28,0.1502948216960628
609,HD 141399 e,HD 141399,5000.0,5.0,14.1,209.7678,0.411,0.26,259.0188928894636,773.4965072687864,5600.0,1.39,1.07,37.0169000,4,29286.41423763889,4.28,0.1502948216960628
610,HD 141937 b,HD 141937,653.21997,1.5,12.5,3079.7727,8.66,0.41,311.6025017546999,313.1534403214407,5870.0,1.03,1.09,33.3622000,1,29306.735907638893,4.45,2.32
611,HD 142 A d,HD 142,108.45298959,0.474065,10.8,81.62789,0.356,0.129711,312.408714869454,72.29727577142474,6273.0,1.41,1.21,26.1853000,3,29286.41423763889,4.26,3.12
612,HD 142 b,HD 142,351.43394308,1.038376,13.7,395.51812,0.845,0.157528,312.408714869454,151.89394433089922,6245.0,1.47,1.21,26.1853000,3,29286.41423763889,4.62,3.12
613,HD 142 c,HD 142,10159.64279484,9.815941,12.4,3521.33769,10.1,0.276797,231.2278028586032,1435.878714270545,6245.0,1.47,1.21,26.1853000,3,29286.41423763889,4.62,3.12
614,HD 142022 A b,HD 142022 A,1928.0,2.93,12.9,1411.1652,3.61,0.53,305.07824985182555,605.8113894526128,5421.0,1.04,0.9,34.2802000,1,29306.735907638893,4.35,7.0
615,HD 142245 b,HD 142245,1299.0,2.78,13.1,975.7381,2.39,0.0,309.2910124885017,129.11210381805807,4922.0,4.63,3.5,97.2305000,1,31379.79532579366,3.65,2.3
616,HD 142415 b,HD 142415,386.29999,1.06,13.5,530.7761,1.19,0.5,311.6025017546999,219.16726034804424,5940.0,1.04,1.07,35.5318000,1,29306.735907638893,4.44,1.1
617,HD 143105 b,HD 143105,2.1974,0.0379,13.7,384.5743,0.822,0.07,342.14252700255065,4.939220545385084,6380.0,1.65,1.51,46.7789000,1,29478.56418763889,4.37,0.4002172002203162
618,HD 143361 b,HD 143361,1039.15,1.988,13.1,1122.57556,2.74,0.197,311.6025017546999,464.6561670578224,5507.0,0.92,0.97,68.5146000,1,29290.077907638894,4.47,2.942
619,HD 144899 b,HD 144899,40.43913587,0.242129,4.78,20.42286,1.03,0.820894,312.408714869454,31.554842518035485,6126.0,1.65,1.16,115.6650000,1,29478.56418763889,4.07,0.1502031550293961
620,HD 145377 b,HD 145377,103.95,0.45,12.8,1913.3366,5.01,0.31,311.6025017546999,92.156583866024,6014.0,1.05,1.2,53.4884000,1,29306.735907638893,4.47,1.3
