,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc]
4230,11.634788,0.101,1.54,2.99,4.5,0.0,961.0,16.5,6023.0,1.01,1.08,-0.211,1333.62
4231,8.014927,0.073,1.98,4.58,3.24,0.0,865.0,16.02,5626.0,0.81,0.94,0.14,713.964
4232,2.936532,0.037,1.5,2.86,4.66,0.0,1209.0,12.82,5626.0,0.81,0.94,0.14,713.964
4233,10.937304,0.091,2.25,5.69,2.74,0.0,777.0,15.3,5297.0,0.93,0.86,0.09,889.608
4234,6.057342,0.061,1.79,97.8,93.7,0.0,947.0,12.626,5297.0,0.93,0.86,0.09,889.608
4235,2.971353,0.038,1.43,78.0,147.0,0.0,1200.0,8.41,5297.0,0.93,0.86,0.09,889.608
4236,5.24972541,0.0558,0.66,0.219,4.19,0.0,954.0,14.41,5555.0,0.87,0.9,-0.13,404.542
4237,7.41086267,0.0702,0.95,0.809,5.18,0.0,850.0,17.6,5555.0,0.87,0.9,-0.13,404.542
4238,10.43547805,0.0881,1.23,2.04,6.02,0.0,759.0,23.3,5555.0,0.87,0.9,-0.13,404.542
4239,25.262887,0.18,1.77,3.78,3.75,0.0,756.0,20.0,6067.0,1.46,1.17,0.07,948.781
4240,11.476094,0.107,2.01,4.7,3.18,0.0,984.0,11.8,6067.0,1.46,1.17,0.07,948.781
4241,6.54628992,0.0668,2.706,7.78,2.16,0.0,810.0,10.9,5251.0,0.82,0.93,0.21,1044.36
4244,8.127899,0.081,1.69,3.5,3.98,0.0,875.0,7.12,5847.0,0.96,0.92,0.02,2257.32
4245,5.326718,0.061,2.47,6.66,2.43,0.0,1007.0,5.37,5847.0,0.96,0.92,0.02,2257.32
4246,83.446393,0.391,3.38,11.4,1.62,0.0,471.0,99.761,6081.0,1.27,1.13,0.001,851.87
4247,25.934138,0.18,2.55,7.04,2.33,0.0,695.0,14.5,6081.0,1.27,1.13,0.001,851.87
4248,28.464515,0.154,2.27,5.77,2.71,0.0,301.0,84.56,4258.0,0.56,0.54,-0.18,264.993
4249,6.87745,0.06,2.13,5.18,2.95,0.0,484.0,22.0,4258.0,0.56,0.54,-0.18,264.993
4250,3.353728,0.037,1.98,37.9,26.8,0.0,615.0,18.114,4258.0,0.56,0.54,-0.18,264.993
4251,107.723601,0.457,3.89,14.4,1.34,0.0,421.0,105.77,5885.0,1.03,0.95,0.16,1370.79
4252,6.61833,0.071,2.48,6.71,2.42,0.0,1066.0,14.024,5885.0,1.03,0.95,0.16,1370.79
4253,67.831024,0.319,2.59,7.22,2.28,0.0,476.0,71.85,5835.0,1.1,0.98,-0.14,1280.25
4254,43.130617,0.236,2.49,6.76,2.41,0.0,554.0,51.0,5835.0,1.1,0.98,-0.14,1280.25
4255,17.028937,0.127,2.63,7.41,2.24,0.0,755.0,28.39,5835.0,1.1,0.98,-0.14,1280.25
4256,6.846262,0.069,1.86,4.12,3.52,0.0,1022.0,15.0,5835.0,1.1,0.98,-0.14,1280.25
4257,140.101261,0.566,2.83,8.4,2.04,0.0,511.0,58.7,6158.0,1.55,1.46,0.047,942.173
4258,40.806231,0.249,3.33,11.1,1.65,0.0,772.0,24.123,6158.0,1.55,1.46,0.047,942.173
4259,47.332773,0.242,2.47,6.66,2.43,0.0,386.0,129.8,5265.0,0.79,0.8,-0.031,754.747
4260,16.568087,0.12,2.67,7.61,2.2,0.0,548.0,30.26,5265.0,0.79,0.8,-0.031,754.747
4261,21.853722,0.152,1.64,3.33,4.15,0.0,618.0,50.83,5841.0,0.88,0.99,-0.338,613.129
4262,13.060855,0.108,1.36,2.42,5.29,0.0,734.0,23.81,5841.0,0.88,0.99,-0.338,613.129
4263,24.570858,0.156,2.0,4.66,3.2,0.0,505.0,51.4,5098.0,0.79,0.88,0.162,317.499
4264,10.381227,0.088,2.18,5.39,2.86,0.0,672.0,28.9,5098.0,0.79,0.88,0.162,317.499
4265,76.050178,0.332,1.74,3.68,3.84,0.0,372.0,82.69,5250.0,0.86,0.92,0.03,627.365
4266,8.187399,0.075,2.01,4.7,3.18,0.0,782.0,16.11,5250.0,0.86,0.92,0.03,627.365
4267,46.827915,0.22,2.41,6.39,2.51,0.0,276.0,75.0,4486.0,0.57,0.62,-0.05,335.307
4268,3.543919,0.039,1.07,1.24,5.56,0.0,652.0,14.476,4486.0,0.57,0.62,-0.05,335.307
4269,17.2559,0.10725,2.72,6.2,1.61,0.0,385.0,38.5,3914.0,0.51,0.54,-0.13,335.307
4270,12.28,0.08551,2.78,5.12,1.26,0.0,431.0,36.27,3914.0,0.51,0.54,-0.13,335.307
4271,36.924931,0.217,2.7,7.75,2.16,0.0,530.0,61.36,5938.0,0.9,0.93,-0.03,1002.14
4272,8.115317,0.079,2.8,8.25,2.07,0.0,879.0,9.22,5938.0,0.9,0.93,-0.03,1002.14
4273,33.653079,0.193,3.61,12.7,1.48,0.0,470.0,55.9,4942.0,0.92,0.82,0.303,575.988
4274,13.19722,0.103,4.06,15.5,1.27,0.0,642.0,30.33,4942.0,0.92,0.82,0.303,575.988
4275,24.664551,0.16,4.95,21.7,0.983,0.0,567.0,41.0,5180.0,1.04,0.85,0.04,780.256
4276,6.581484,0.066,5.41,25.2,0.875,0.0,881.0,16.835,5180.0,1.04,0.85,0.04,780.256
4277,2.382667,0.034,2.61,7.32,2.26,0.0,1237.0,9.69,5180.0,1.04,0.85,0.04,780.256
4278,10.681572,0.096,2.35,6.12,2.59,0.0,897.0,22.46,5551.0,1.3,0.97,0.12,1026.43
4279,5.839172,0.064,2.48,6.71,2.42,0.0,1097.0,14.05,5551.0,1.3,0.97,0.12,1026.43
4280,3.38802,0.045,2.15,5.27,2.91,0.0,1315.0,8.2,5551.0,1.3,0.97,0.12,1026.43
4281,1.620493,0.027,1.59,3.15,4.31,0.0,1681.0,5.55,5551.0,1.3,0.97,0.12,1026.43
4282,1.04562266,0.0192,1.32,2.3,5.5,0.0,1710.0,4.307,5431.0,0.86,0.9,0.02,1052.53
4283,9.946047,0.092,2.99,9.22,1.9,0.0,807.0,23.07,5573.0,0.93,0.87,0.339,1052.53
4284,5.714606,0.063,1.55,3.02,4.46,0.0,971.0,9.3,5573.0,0.93,0.87,0.339,1052.53
4285,18.746477,0.139,2.5,6.8,2.39,0.0,686.0,20.1,5957.0,0.91,0.93,0.16,1389.48
4286,12.412183,0.105,2.15,3.2,1.77,0.0,787.0,27.59,5957.0,0.91,0.93,0.16,1389.48
4287,5.826662,0.064,3.87,14.3,1.36,0.0,1013.0,15.796,5957.0,0.91,0.93,0.16,1389.48
4288,18.119869,0.13,3.17,10.2,1.76,0.0,563.0,33.19,5208.0,0.79,0.85,0.03,838.595
4289,10.281951,0.089,2.65,7.51,2.22,0.0,680.0,23.23,5208.0,0.79,0.85,0.03,838.595
4290,3.783986,0.046,1.63,3.29,4.17,0.0,949.0,15.03,5208.0,0.79,0.85,0.03,838.595
4291,10.848463,0.08,2.15,5.27,2.91,0.0,499.0,28.786,4208.0,0.55,0.61,-0.13,379.424
4292,6.668391,0.058,1.23,2.04,6.02,0.0,587.0,25.9,4208.0,0.55,0.61,-0.13,379.424
4293,99.640161,0.404,2.77,8.1,2.09,0.0,360.0,175.84,5526.0,0.89,0.95,-0.02,924.625
4294,30.133001,0.182,2.77,8.1,2.09,0.0,536.0,28.5,5526.0,0.89,0.95,-0.02,924.625
4295,16.514043,0.122,2.77,8.1,2.09,0.0,655.0,31.38,5526.0,0.89,0.95,-0.02,924.625
4296,4.790936,0.053,1.33,2.33,5.44,0.0,990.0,13.7,5526.0,0.89,0.95,-0.02,924.625
4297,17.648312,0.127,2.18,5.39,2.86,0.0,579.0,68.2,5160.0,0.81,0.83,0.02,760.585
4298,7.156804,0.069,2.28,5.82,2.7,0.0,782.0,20.94,5160.0,0.81,0.83,0.02,760.585
4299,4.148141,0.048,1.13,1.51,5.75,0.0,938.0,12.61,5160.0,0.81,0.83,0.02,760.585
4301,12.7207,0.1101,5.217,15.2,0.588,0.0061,934.0,18.44,6354.0,1.32,1.17,0.11,243.249
4302,6.238297,0.0685,2.748,8.7,2.32,0.0029,1185.0,13.7795,6103.0,1.32,1.17,0.01,243.249
4303,15.368459,0.097,1.57,3.09,4.39,0.0,332.0,48.38,3568.0,0.48,0.51,-0.34,190.401
4304,7.113702,0.058,1.51,2.89,4.61,0.0,429.0,24.23,3568.0,0.48,0.51,-0.34,190.401
4305,3.306539,0.035,1.09,1.32,5.6,0.0,554.0,14.19,3568.0,0.48,0.51,-0.34,190.401
4306,16.239494,0.123,4.07,15.6,1.27,0.0,598.0,32.02,5190.0,0.83,0.9,0.2,738.792
4307,6.308205,0.066,3.02,9.38,1.87,0.0,819.0,16.707,5190.0,0.83,0.9,0.2,738.792
4308,20.477912,0.14,3.94,14.7,1.32,0.0,530.0,50.0,5100.0,0.77,0.84,0.05,663.711
4309,9.439452,0.084,4.09,15.7,1.26,0.0,686.0,26.081,5100.0,0.77,0.84,0.05,663.711
4310,3.33616,0.042,1.64,3.33,4.15,0.0,970.0,12.255,5100.0,0.77,0.84,0.05,663.711
4311,11.187161,0.095,1.5,2.86,4.66,0.0,667.0,24.72,5206.0,0.83,0.79,0.16,626.078
4312,4.60182,0.052,2.34,6.08,2.61,0.0,896.0,13.43,5206.0,0.83,0.79,0.16,626.078
4313,3.21982106,0.04,1.75,3.71,3.8,0.0,998.0,11.849,5174.0,0.8,0.86,0.05,861.527
4314,36.277108,0.202,3.03,21.6,4.27,0.0,445.0,59.91,5100.0,0.8,0.86,0.05,861.527
4315,17.460812,0.124,2.18,225.6,120.0,0.0,568.0,60.31,5100.0,0.8,0.86,0.05,861.527
4316,7.49019,0.071,2.57,7.13,2.31,0.0,753.0,21.59,5100.0,0.8,0.86,0.05,861.527
4317,20.050401,0.14,2.31,15.2,6.78,0.0,622.0,19.25,5554.0,0.8,0.96,0.16,1036.49
4318,9.767292,0.087,2.05,4.86,3.1,0.0,791.0,21.0,5554.0,0.8,0.96,0.16,1036.49
4319,4.311792,0.05,2.76,8.05,2.1,0.0,1038.0,12.25,5554.0,0.8,0.96,0.16,1036.49
4320,20.026218,0.142,1.99,4.62,3.22,0.0,559.0,40.7,5228.0,0.84,0.83,0.01,693.86
4321,5.715442,0.062,2.45,6.57,2.45,0.0,850.0,17.776,5228.0,0.84,0.83,0.01,693.86
4322,14.496481,0.109,2.0,4.66,3.2,0.0,613.0,33.7,5020.0,0.85,0.81,0.01,600.241
4323,8.20395,0.075,2.61,7.32,2.26,0.0,742.0,23.1,5020.0,0.85,0.81,0.01,600.241
4324,36.065978,0.189,2.57,7.13,2.31,0.0,397.0,65.37,4699.0,0.67,0.67,0.031,512.0
4325,12.718092,0.094,2.33,6.04,2.62,0.0,562.0,31.51,4699.0,0.67,0.67,0.031,512.0
4326,7.953528,0.074,2.2,102.3,52.8,0.0,696.0,23.75,4985.0,0.74,0.75,0.18,746.927
4327,4.144495,0.048,1.37,2.45,5.24,0.0,864.0,13.767,4985.0,0.74,0.75,0.18,746.927
4328,18.998355,0.138,2.78,8.15,2.08,0.0,792.0,13.3,5897.0,1.29,0.98,-0.071,1156.81
4329,4.244384,0.051,1.67,3.43,4.05,0.0,1305.0,4.9,5897.0,1.29,0.98,-0.071,1156.81
4332,56.228098,0.268,2.51,6.85,2.38,0.0,366.0,129.92,4914.0,0.76,0.76,0.09,648.109
4333,11.763051,0.095,2.33,6.04,2.62,0.0,616.0,31.87,4914.0,0.76,0.76,0.09,648.109
4334,50.447,0.2747,2.0,13.5,9.27,0.0,568.0,23.09,5732.0,0.96,1.06,0.23,1798.75
4335,23.654,0.1658,5.6,169.7,5.31,0.0,731.0,23.142,5732.0,0.96,1.06,0.23,1798.75
4336,13.233549,0.115,3.07,9.64,1.83,0.0,888.0,9.46,5751.0,1.43,1.06,0.23,1798.75
4337,6.155557,0.069,2.39,6.3,2.54,0.0,1146.0,5.68,5751.0,1.43,1.06,0.23,1798.75
4338,2.090876,0.034,1.73,3.64,3.86,0.0,1642.0,2.765,5751.0,1.43,1.06,0.23,1798.75
4339,8.103636,0.071,2.08,4.98,3.04,0.0,687.0,20.09,4861.0,0.72,0.7,0.03,657.822
4340,4.715106,0.05,1.41,2.57,5.04,0.0,823.0,15.33,4861.0,0.72,0.7,0.03,657.822
4341,23.968127,0.132,2.0,4.66,3.2,0.0,329.0,45.0,3750.0,0.51,0.6,-0.05,288.763
4342,8.295611,0.065,1.57,3.09,4.39,0.0,469.0,22.1,3750.0,0.51,0.6,-0.05,288.763
4343,46.183669,0.213,2.22,5.56,2.79,0.0,306.0,81.52,4255.0,0.55,0.58,-0.51,428.018
4344,20.060548,0.122,2.05,4.86,3.1,0.0,401.0,46.76,4255.0,0.55,0.58,-0.51,428.018
4345,7.824904,0.065,1.28,2.18,5.71,0.0,555.0,24.96,4255.0,0.55,0.58,-0.51,428.018
4346,3.340222,0.037,2.23,5.6,2.77,0.0,731.0,14.15,4255.0,0.55,0.58,-0.51,428.018
4347,7.21205,0.077,3.51,12.1,1.54,0.0,1025.0,14.003,6224.0,1.11,1.11,0.09,1733.1
4348,2.711506,0.04,3.7,13.2,1.43,0.0,1420.0,7.088,6224.0,1.11,1.11,0.09,1733.1
4349,60.418955,0.287,2.71,7.8,2.15,0.0,390.0,93.71,5360.0,0.76,0.85,-0.09,856.417
4350,8.472382,0.077,2.43,6.48,2.48,0.0,751.0,24.42,5360.0,0.76,0.85,-0.09,856.417
4351,11.379349,0.101,3.83,14.0,1.37,0.0,806.0,16.31,5847.0,0.97,0.97,0.03,1349.13
4352,4.431222,0.054,3.08,9.69,1.82,0.0,1104.0,11.142,5847.0,0.97,0.97,0.03,1349.13
4353,19.271566,0.114,1.93,24.1,18.4,0.0,393.0,45.4,3767.0,0.49,0.58,-0.1,316.618
4354,10.065275,0.074,1.73,35.4,37.6,0.0,488.0,29.4,3767.0,0.49,0.58,-0.1,316.618
4355,91.773242,0.38,2.04,4.82,3.12,0.0,359.0,52.9,5588.0,0.82,0.84,-0.14,740.754
4356,32.625555,0.191,4.26,16.8,1.19,0.0,506.0,53.95,5588.0,0.82,0.84,-0.14,740.754
4357,15.274299,0.124,2.2,17.6,9.08,0.08,896.0,19.24,5828.0,1.55,1.1,-0.112,835.756
4501,42.42720032,0.2274,3.293,10.9,1.68,0.0,496.0,28.3,5330.0,1.01,0.87,0.18,858.77
4502,1.43474156,0.0252,1.46,2.73,4.82,0.0,1664.0,5.958,5851.0,1.03,1.01,0.0,914.299
4503,58.6017925,0.2996,2.07,4.94,3.06,0.0,508.0,80.0,5862.0,1.0,0.99,-0.09,981.233
4504,25.0824626,0.1685,1.95,4.46,3.31,0.0,776.0,30.38,6166.0,1.2,1.13,-0.01,1072.88
4505,89.722292,0.394,1.96,4.5,3.28,0.0,508.0,52.8,6166.0,1.2,1.13,-0.01,1072.88
4506,78.1000231,0.3625,3.18,10.2,1.74,0.0,480.0,40.1,6112.0,1.21,1.14,0.06,1291.01
4507,4.27103091,0.0514,1.21,1.92,5.96,0.0,1108.0,14.542,5658.0,0.92,0.94,-0.09,792.522
4508,2.89221751,0.034,1.24,2.07,5.97,0.0,794.0,14.55,4306.0,0.63,0.66,-0.1,377.976
4509,187.747029,0.5791,3.26,10.7,1.7,0.0,267.0,252.45,5211.0,0.79,0.82,-0.11,719.802
4510,2.54307286,0.0358,1.3,2.24,5.6,0.0,1319.0,7.166,5794.0,0.99,0.99,-0.02,1049.19
4511,2.16845259,0.0337,2.83,8.4,2.04,0.0,1558.0,4.0,5837.0,1.0,1.01,-0.02,1022.8
4512,10.3039,0.091,1.8,1.9,1.72,0.045,849.0,18.55,5663.0,1.06,0.96,0.04,646.346
4513,13.0241,0.107,2.87,2.9,0.66,0.026,786.0,21.69,5663.0,1.06,0.96,0.04,646.346
4514,22.6845,0.155,3.12,7.3,1.28,0.004,653.0,31.39,5663.0,1.06,0.96,0.04,646.346
4515,31.9996,0.195,4.19,8.0,0.58,0.012,582.0,39.48,5663.0,1.06,0.96,0.04,646.346
4516,46.6888,0.25,2.49,2.0,0.69,0.013,513.0,50.79,5663.0,1.06,0.96,0.04,646.346
4517,118.3807,0.466,3.33,25.0,4.0,0.15,376.0,94.4,5663.0,1.06,0.96,0.04,646.346
4518,12.691112,0.107,1.83,4.01,3.6,0.0,1008.0,25.931,5960.0,1.15,1.07,-0.15,586.531
4519,31.719775,0.198,2.21,5.52,2.81,0.0,743.0,20.2,5960.0,1.15,1.07,-0.15,586.531
4520,6.42200058,0.0684,1.75,3.71,3.8,0.0,1000.0,18.39,6247.0,1.34,1.21,0.05,693.618
4521,81.3151059,0.3483,2.47,6.66,2.43,0.0,393.0,109.53,5614.0,0.91,0.94,-0.04,742.473
4522,51.3285623,0.2731,2.66,7.56,2.21,0.0,546.0,24.0,5724.0,0.94,0.96,-0.08,1246.05
4523,19.79191978,0.1473,2.27,5.77,2.71,0.0,736.0,47.7,6092.0,1.15,1.11,-0.01,1331.92
4524,5.03728015,0.0628,1.23,2.04,6.02,0.0,1321.0,20.32,6417.0,1.41,1.3,0.13,530.658
4525,4.42157218,0.0471,2.01,4.7,3.18,0.0,729.0,8.81,4299.0,0.68,0.71,0.28,318.004
4526,1.25275217,0.0239,1.65,3.36,4.11,0.0,2199.0,4.708,6104.0,1.17,1.11,0.0,1090.7
4527,0.57103852,0.0126,1.34,2.36,5.39,0.0,1897.0,4.2845,5268.0,0.82,0.86,0.01,428.798
4528,4.51005748,0.0511,1.46,2.73,4.82,0.0,1063.0,16.028,5406.0,0.84,0.88,-0.09,767.701
4529,37.6467384,0.2466,2.19,5.43,2.84,0.0,787.0,46.18,5893.0,1.06,1.05,0.04,685.087
4530,3.341815,0.046,1.58,3.12,4.35,0.0,1356.0,7.35,5952.0,1.16,1.17,0.28,657.223
4531,224.784608,0.761,7.3,42.0,0.593,0.0,333.0,104.88,5952.0,1.16,1.17,0.28,657.223
4532,9.69312032,0.0754,2.66,7.56,2.21,0.0,609.0,23.9,4781.0,0.7,0.73,-0.16,726.828
4533,8.79617863,0.0872,2.0,4.66,3.2,0.0,938.0,20.06,6077.0,1.15,1.1,0.02,841.536
4534,14.36267939,0.1239,3.02,9.38,1.87,0.0,918.0,14.0,6496.0,1.54,1.34,0.04,1671.28
4535,42.3004954,0.2415,2.81,8.3,2.06,0.0,558.0,74.07,5931.0,1.17,1.12,0.18,1073.88
4536,14.97435694,0.1102,1.35,2.39,5.34,0.0,631.0,47.26,5374.0,0.83,0.87,-0.08,418.417
4537,23.5540725,0.2134,1.7,3.53,3.95,0.0,1381.0,25.36,8480.0,1.73,1.6,-0.51,983.245
4538,41.6977827,0.233,2.54,6.99,2.34,0.0,488.0,59.15,5641.0,0.93,0.95,0.01,1008.57
4539,4.79028459,0.0546,1.11,1.41,5.67,0.0,938.0,13.397,5612.0,0.93,0.95,0.03,568.487
4540,38.6715075,0.2079,2.74,7.95,2.12,0.0,502.0,35.0,5688.0,0.97,0.96,0.0,888.325
4541,8.3265153,0.0812,1.92,4.35,3.38,0.0,938.0,7.29,6083.0,1.17,1.11,0.03,1757.23
4542,8.408878,0.076,2.36,6.17,2.58,0.0,809.0,18.85,5544.0,0.84,0.78,-0.522,513.206
4543,28.574263,0.172,2.4,6.35,2.52,0.0,538.0,45.22,5544.0,0.84,0.78,-0.522,513.206
4544,2.94902905,0.0369,1.38,2.48,5.19,0.0,1027.0,11.283,4904.0,0.74,0.78,-0.04,615.231
4545,13.15141081,0.1187,1.91,4.31,3.4,0.0,1008.0,12.8,6231.0,1.59,1.29,0.12,482.047
4546,42.1917357,0.2315,2.04,4.82,3.12,0.0,526.0,46.32,5544.0,0.89,0.92,-0.03,1230.42
4547,4.33946454,0.0497,1.67,3.43,4.05,0.0,1061.0,14.69,5500.0,0.9,0.93,0.05,704.323
4548,2.85234897,0.0305,1.28,2.18,5.71,0.0,621.0,10.7,3658.0,0.34,0.35,-0.59,289.899
4549,17.6700642,0.1348,1.84,4.04,3.56,0.0,778.0,23.66,5683.0,0.94,0.95,-0.09,2011.41
4550,108.593329,0.4126,1.73,3.64,3.86,0.0,374.0,105.54,5798.0,0.93,0.92,-0.26,635.736
4551,5.12330347,0.0556,1.96,4.5,3.28,0.0,994.0,5.68,5664.0,0.95,0.97,0.04,842.459
4552,61.6178167,0.302,3.65,12.9,1.46,0.0,424.0,126.93,5543.0,0.91,0.94,0.04,1083.41
4553,24.3397804,0.1644,2.96,9.06,1.92,0.0,737.0,21.5,5831.0,1.0,1.0,-0.04,1183.88
4554,76.5369586,0.3528,2.73,7.9,2.13,0.0,503.0,105.0,5831.0,1.0,1.0,-0.04,1183.88
4555,4.754,0.0502,1.82,11.7,10.73,0.0,775.0,14.53,4725.0,0.69,0.75,0.05,262.351
4557,5.45298175,0.0595,0.8,0.437,4.69,0.0,904.0,11.2,5403.0,0.81,0.9,-0.06,249.343
4558,3.26663995,0.0423,0.792,0.422,4.66,0.0,1072.0,11.89,5450.0,0.84,0.94,0.1,249.343
4559,4.27225018,0.0506,0.645,0.202,4.14,0.0,981.0,9.5,5450.0,0.84,0.94,0.1,249.343
4560,3.53232449,0.0459,1.59,3.15,4.31,0.0,1159.0,9.765,5851.0,1.04,1.03,0.05,1030.7
4561,62.8916228,0.2881,2.35,6.12,2.59,0.0,384.0,68.1,5298.0,0.83,0.87,-0.01,867.931
4562,11.55562343,0.0983,1.97,4.54,3.26,0.0,703.0,28.0,5569.0,0.9,0.93,-0.02,753.135
4563,17.13263989,0.1242,2.64,7.46,2.23,0.0,611.0,42.09,5281.0,0.81,0.84,-0.1,944.445
4564,76.957857,0.3436,1.85,4.08,3.54,0.0,451.0,56.5,5656.0,0.94,0.96,0.02,1314.64
4565,2.36172433,0.0299,1.64,3.33,4.15,0.0,922.0,14.74,4512.0,0.68,0.72,0.03,491.406
4566,23.9210791,0.1871,2.2,5.48,2.83,0.0,1020.0,13.9,6807.0,1.84,1.5,0.05,921.778
4567,3.17060005,0.0415,1.7,3.53,3.95,0.0,1080.0,15.16,5582.0,0.92,0.95,0.04,872.328
4568,0.81316672,0.0165,1.19,1.81,5.9,0.0,1693.0,4.482,5550.0,0.91,0.94,0.05,495.156
4569,5.188549,0.053,1.26,6.8,18.7,0.0,586.0,16.94,4605.0,0.67,0.77,0.229,259.533
4570,8.041,0.06482,1.6,2.8,3.76,0.0,507.0,23.765,4660.0,0.54,0.56,0.229,259.533
4571,11.776,0.08358,2.53,3.9,1.32,0.0,446.0,24.0,4660.0,0.54,0.56,0.229,259.533
4572,24.0862707,0.1478,2.77,8.1,2.09,0.0,500.0,54.6,4850.0,0.73,0.76,-0.08,656.48
4573,2.34451194,0.0345,0.82,0.477,4.75,0.0,1471.0,7.78,5791.0,1.07,1.01,0.04,393.642
4574,18.3027248,0.1343,1.47,2.76,4.77,0.0,902.0,17.0,5685.0,0.96,0.97,0.02,1273.51
4575,2.88890485,0.0371,1.67,3.43,4.05,0.0,976.0,14.2,5053.0,0.77,0.81,-0.06,555.189
4576,210.630591,0.6477,3.6,12.6,1.48,0.0,234.0,156.1,5053.0,0.77,0.81,-0.06,555.189
4577,17.14647302,0.1291,1.99,4.62,3.22,0.0,811.0,34.47,5753.0,0.96,0.98,-0.03,1140.57
4578,3.97076766,0.0443,1.4,2.54,5.09,0.0,958.0,16.36,5064.0,0.75,0.79,-0.13,691.961
4579,2.3522658,0.0325,1.23,2.04,6.02,0.0,1019.0,10.7,4692.0,0.7,0.74,-0.06,703.038
4580,10.62784997,0.0961,2.61,7.32,2.26,0.0,872.0,9.4,5941.0,1.14,1.09,0.11,1657.36
4581,1.10446351,0.0188,1.69,3.5,3.98,0.0,1397.0,8.146,5054.0,0.77,0.81,-0.02,625.692
4582,3.73089898,0.0473,1.44,2.67,4.91,0.0,1128.0,4.41,5833.0,1.01,1.02,0.02,1217.73
4583,2.403679,0.036,1.09,1.32,5.6,0.0,1489.0,4.89,5979.0,1.21,1.07,-0.05,623.609
4584,8.990889,0.087,2.6,7.27,2.27,0.0,960.0,16.92,5979.0,1.21,1.07,-0.05,623.609
4585,2.78786839,0.0382,1.02,1.04,5.39,0.0,1432.0,10.49,4754.0,0.72,0.76,0.01,358.518
4586,65.6478424,0.3197,2.22,5.56,2.79,0.0,485.0,114.9,5470.0,0.85,0.88,-0.11,682.436
4587,1.64680191,0.0223,0.87,0.59,4.92,0.0,806.0,10.61,3964.0,0.53,0.55,-0.25,215.233
4588,1.75583533,0.0277,1.73,3.64,3.86,0.0,1343.0,7.483,5470.0,0.88,0.91,0.03,1119.49
4589,5.1856142,0.0631,2.34,6.08,2.61,0.0,1314.0,9.931,6327.0,1.43,1.26,0.04,1460.1
4590,8.45808312,0.0875,2.36,6.17,2.58,0.0,1117.0,21.11,6327.0,1.43,1.26,0.04,1460.1
4591,33.469743,0.2006,2.03,4.78,3.14,0.0,609.0,57.51,5842.0,1.03,1.03,0.04,1128.72
4592,11.89520511,0.0994,1.32,2.3,5.5,0.0,787.0,26.74,5778.0,1.0,1.0,0.02,691.331
4593,4.45743164,0.0448,1.09,1.32,5.6,0.0,732.0,14.62,4679.0,0.71,0.76,0.05,342.144
4594,13.5396293,0.1246,2.34,6.08,2.61,0.0,1079.0,23.26,6203.0,1.95,1.41,0.18,1484.25
4595,22.70816791,0.1603,2.37,6.21,2.56,0.0,677.0,50.29,6217.0,1.28,1.19,0.04,1213.71
4596,5.968734,0.069,3.42,11.6,1.59,0.0,1251.0,12.593,6142.0,1.45,1.21,0.04,955.168
4597,13.07163,0.116,2.3,5.9,2.66,0.0,964.0,33.19,6142.0,1.45,1.21,0.04,955.168
4598,7.97034958,0.0755,2.14,5.22,2.93,0.0,839.0,23.17,5519.0,0.89,0.92,0.01,1077.63
4599,10.71252541,0.0784,2.13,5.18,2.95,0.0,485.0,27.87,4253.0,0.57,0.59,-0.35,547.726
4600,32.5637069,0.19,2.21,5.52,2.81,0.0,490.0,43.7,5390.0,0.84,0.89,-0.03,940.211
4601,6.11786898,0.0685,1.03,1.08,5.43,0.0,1211.0,8.1,6302.0,1.35,1.22,0.02,478.647
4602,3.97599768,0.0457,1.12,1.46,5.71,0.0,936.0,13.22,5183.0,0.79,0.85,-0.03,431.622
4603,9.478522,0.0914,1.55,3.02,4.46,0.0,946.0,11.85,6080.0,1.18,1.13,0.05,1575.2
4604,29.96870041,0.1969,3.361,11.2,1.62,0.0,644.0,34.68,6249.0,1.08,1.13,-0.04,1575.2
4605,33.2406882,0.1975,1.69,3.5,3.98,0.0,486.0,53.78,5446.0,0.86,0.9,-0.02,634.906
4606,1.00393374,0.0175,1.71,3.57,3.92,0.0,1419.0,5.477,4971.0,0.75,0.79,-0.05,820.905
4607,55.8226539,0.2663,2.5,6.8,2.39,0.0,379.0,80.19,5157.0,0.82,0.87,0.13,752.666
4608,6.11009134,0.0709,0.94,0.779,5.15,0.0,1125.0,19.0,6191.0,1.23,1.24,0.26,522.823
4609,18.7959228,0.1445,8.059,29.875,0.3,0.0493,984.0,19.67,6150.0,1.61,1.13,-0.04,1455.57
4610,50.790391,0.2804,12.341,584.78,1.74,0.0323,704.0,38.18,6150.0,1.61,1.13,-0.04,1455.57
4611,9.98969327,0.088,2.41,6.39,2.51,0.0,705.0,21.21,5069.0,0.76,0.8,-0.09,1050.45
4612,1.44259224,0.0284,2.56,7.08,2.32,0.0,2700.0,3.727,7044.0,1.95,1.58,-0.01,573.0
4613,26.0204423,0.168,3.2,10.3,1.73,0.0,675.0,19.7,5558.0,0.89,0.92,-0.04,1306.53
