,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius_[earth_radius],planet_mass_or_mass*sin(i)_[earth_mass],planet_density_[g/cm**3],eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc]
2804,K2-271 b,K2-271,8.56242100,0.077000,7.280,41.80000,0.595000, ,893,20.690000,5644.00,0.99,0.83,-0.300,564.4540000
2805,K2-272 b,K2-272,14.45367560,0.100700,3.130,9.96000,1.780000, ,747,26.160000,5397.00,0.83,0.86,-0.090,423.0650000
2806,K2-273 b,K2-273,11.71956630,0.072900,3.050,9.53000,1.850000, ,849,18.490000,5161.00,0.85,0.89,0.200,308.1050000
2807,K2-274 b,K2-274,14.13303140,0.096400,2.080,4.98000,3.040000, ,655,29.680000,5044.00,0.70,0.79,-0.160,228.3270000
2808,K2-275 b,K2-275,3.28096260,0.027700,2.340,6.08000,2.610000, ,1166,8.610000,4841.00,0.69,0.77,-0.060,123.4380000
2809,K2-275 c,K2-275,8.43883850,0.088100,2.210,5.52000,2.810000, ,653,27.500000,4841.00,0.69,0.77,-0.060,123.4380000
2810,K2-276 b,K2-276,18.71826900,0.129100,3.770,13.70000,1.400000, ,583,21.070000,5139.00,0.85,0.82,0.070,488.1520000
2811,K2-277 b,K2-277,6.32676300,0.067500,2.070,4.94000,3.060000, ,958,24.450000,5741.00,0.97,1.02,0.110,113.1230000
2812,K2-278 b,K2-278,3.33496600,0.048800,2.980,9.17000,1.900000, ,1711,6.240000,6747.00,1.61,1.40,0.000,786.4390000
2813,K2-279 b,K2-279,7.12260500,0.067000,1.210,1.92000,5.960000, ,879,14.450000,5558.00,0.86,0.79,-0.370,182.9830000
2814,K2-28 b,K2-28,2.26045500,0.021400,2.320,5.99000,2.640000,0.000000,568,17.900000,3214.00,0.29,0.26,0.260,62.9969000
2815,K2-280 b,K2-280,19.89526000,0.146100,7.500,37.10000,0.480000,0.350000,787,25.790000,5500.00,1.28,1.03,0.330,391.5370000
2816,K2-281 b,K2-281,8.68772100,0.077300,8.180,50.90000,0.511000, ,665,25.900000,4812.00,0.76,0.82,0.220,458.1390000
2817,K2-282 b,K2-282,4.16978300,0.049900,2.500,6.80000,2.390000, ,1057,11.000000,5499.00,1.00,0.95,-0.230,496.2890000
2818,K2-283 b,K2-283,1.92103600,0.029100,3.520,12.20000,1.540000, ,1186,8.230000,5060.00,0.82,0.89,0.280,402.9150000
2819,K2-284 b,K2-284,4.79506900,0.047710,2.780,8.15000,2.080000,0.078000,653,16.840000,4140.00,0.61,0.63,0.000,107.2720000
2820,K2-285 b,K2-285,3.47174500,0.038170,2.590,9.68000,3.070000,0.000000,1089,10.430000,4975.00,0.79,0.83,0.000,154.9610000
2821,K2-285 c,K2-285,7.13804800,0.082400,3.530,15.68000,1.950000,0.000000,741,22.510000,4975.00,0.79,0.83,0.000,154.9610000
2822,K2-285 d,K2-285,10.45582000,0.117800,2.480,6.50000, ,0.000000,620,32.200000,4975.00,0.79,0.83,0.000,154.9610000
2823,K2-285 e,K2-285,14.76289000,0.180410,1.950,10.70000, ,0.000000,501,49.430000,4975.00,0.79,0.83,0.000,154.9610000
2824,K2-286 b,K2-286,27.35900000,0.176800,2.100,5.06000,3.000000, ,347,63.000000,3926.00,0.62,0.64,0.000,76.1486000
2825,K2-287 b,K2-287,14.89329100,0.120600,9.494,100.11645,0.643000,0.478000,804,23.870000,5695.00,1.07,1.06,0.200,158.3350000
2826,K2-288 B b,K2-288 B,31.39346300,0.164000,1.900,4.27000,3.420000, ,226,110.200000,3341.00,0.32,0.33,-0.210,65.6138000
2827,K2-289 b,K2-289,13.15696900,0.107000,9.100,61.00000,0.445000, ,753,22.500000,5529.00,1.02,0.95,0.162,274.3000000
2828,K2-29 b,K2-29,3.25883210,0.042170,13.339,232.01590,0.530000,0.066000,1171,10.510000,5358.00,0.86,0.94,0.160,178.4750000
2829,K2-290 b,K2-290,9.21165000,0.092300,3.060,10.90000,4.100000,0.000000,1230,13.150000,6302.00,1.51,1.19,-0.060,272.9090000
2830,K2-290 c,K2-290,48.36685000,0.305000,11.276,246.00042,1.010000,0.000000,676,43.500000,6302.00,1.51,1.19,-0.060,272.9090000
2831,K2-291 b,K2-291,2.22517700,0.032610,1.589,6.49000,8.840000,0.000000,1301,7.794200,5520.00,0.90,0.93,0.080,90.0562000
2832,K2-292 b,K2-292,16.98410000,0.130000,2.630,24.50000,7.400000,0.040000,795,25.900000,5725.00,1.09,1.00,0.070,114.2930000
2833,K2-293 b,K2-293,13.12250000, ,2.450,6.57000,2.450000, ,750,22.900000,5532.00,0.95,0.96,0.218,392.2510000
2834,K2-294 b,K2-294,2.50387000, ,1.660,3.39000,4.070000, ,1425,6.490000,5612.00,1.20,0.99,0.194,373.0780000
2835,K2-295 b,K2-295,4.02486700,0.045100,10.054,106.47305,0.612000,0.000000,852,13.760000,4444.00,0.70,0.74,0.140,232.8010000
2836,K2-3 b,K2-3,10.05462600,0.074000,1.980,6.48000,3.700000,0.000000,504,30.020000,3896.00,0.56,0.60,-0.320,44.0727000
2837,K2-3 c,K2-3,24.64658200,0.134500,1.560,2.14000,2.980000,0.000000,374,54.570000,3896.00,0.56,0.60,-0.320,44.0727000
2838,K2-3 d,K2-3,44.55646000,0.209700,1.530,2.80007,5.620000,0.000000,282,80.980000,3896.00,0.56,0.60,-0.320,44.0727000
2839,K2-30 b,K2-30,4.09850300,0.048390,11.646,184.02357,0.640000,0.000000,1092,12.340000,5425.00,0.84,0.90,-0.150,333.0420000
2840,K2-308 b,K2-308,3.38628000, ,9.916,70.60000,0.398000, ,1214,7.940000,6100.00,1.24,1.09,-0.100,1314.5300000
2841,K2-31 b,K2-31,1.25785000,0.022000,11.882,563.83042,1.850000,0.000000, ,6.050000,5280.00,0.78,0.91,0.080,110.5270000
2842,K2-315 b,K2-315,3.14431890, ,0.950,0.80900,5.180000, ,460,25.720000,3300.00,0.20,0.17,-0.240,56.9686000
2843,K2-316 b,K2-316,1.13300000,0.014700,1.330,2.33000,5.440000, ,841, ,3436.00,0.38,0.41, ,112.4860000
2844,K2-316 c,K2-316,5.26000000,0.058200,1.830,4.01000,3.600000, ,423, ,3436.00,0.38,0.41, ,112.4860000
2845,K2-317 b,K2-317,6.22000000,0.054200,2.930,8.91000,1.950000, ,432, ,3387.00,0.38,0.40, ,176.2910000
2846,K2-318 b,K2-318,7.01000000,0.091100,1.660,3.39000,4.070000, ,456, ,3851.00,0.55,0.56, ,147.8660000
2847,K2-319 b,K2-319,26.68000000,0.151600,2.790,8.20000,2.070000, ,641, ,5440.00,0.90,0.95, ,209.0710000
2848,K2-32 b,K2-32,8.99200000,0.079500,5.299,15.00000,0.550000,0.030000,837,19.860000,5271.00,0.86,0.83,-0.060,157.6820000
2849,K2-32 c,K2-32,20.66093000,0.138430,3.134,8.10000,1.430000,0.049000,634,34.580000,5271.00,0.86,0.83,-0.060,157.6820000
2850,K2-32 d,K2-32,31.71701000,0.184220,3.484,6.70000,0.870000,0.050000,550,46.020000,5271.00,0.86,0.83,-0.060,157.6820000
2851,K2-32 e,K2-32,4.34934000,0.048990,1.212,2.10000,6.300000,0.043000,1066,12.240000,5271.00,0.86,0.83,-0.060,157.6820000
2852,K2-320 b,K2-320,1.99500000,0.014200,2.620,7.37000,2.250000, ,698, ,3157.00,0.30,0.12, ,108.7400000
2853,K2-321 b,K2-321,2.29800000,0.041000,1.950,4.46000,3.310000, ,701, ,3855.00,0.58,0.60, ,77.6888000
2854,K2-322 b,K2-322,8.20500000,0.059400,1.920,4.35000,3.380000, ,635, ,4141.00,0.60,0.63, ,123.4150000
2855,K2-323 b,K2-323,24.93000000,0.127500,2.100,5.06000,3.000000, ,318, ,3710.00,0.55,0.48, ,118.3180000
2856,K2-324 b,K2-324,3.26200000,0.033100,2.430,6.48000,2.480000, ,707, ,3752.00,0.51,0.52, ,136.6670000
2857,K2-325 b,K2-325,6.93000000,0.041900,2.200,5.48000,2.830000, ,423, ,3287.00,0.30,0.27, ,111.6380000
2858,K2-326 b,K2-326,1.25600000,0.019800,2.280,5.82000,2.700000, ,1114, ,3924.00,0.69,0.51, ,282.3080000
2859,K2-329 b,K2-329,12.45512250,0.101600,8.676,82.63580,0.694000,0.069700,650,26.620000,5282.00,0.82,0.90,0.098,233.2370000
2860,K2-33 b,K2-33,5.42486500,0.040900,5.040,1175.97100, ,0.000000,850,10.400000,3540.00,1.05,0.56, ,139.2680000
2861,K2-330 b,K2-330,13.77479800, ,2.770,8.10000,2.090000, ,969,21.760000,6232.00,1.50,1.23,-0.030,160.1250000
2862,K2-331 b,K2-331,9.39897700, ,1.790,3.86000,3.700000, ,909,16.760000,5994.00,1.06,1.10,0.080,211.4300000
2863,K2-331 c,K2-331,22.99659100, ,2.720,7.85000,2.140000, ,673,37.870000,5994.00,1.06,1.10,0.080,211.4300000
2864,K2-332 b,K2-332,17.70632000, ,2.200,5.48000,2.830000, ,266,66.300000,3315.00,0.28,0.27,0.090,123.2020000
2865,K2-333 b,K2-333,14.75928700, ,6.180,31.60000,0.736000, ,826,23.060000,5880.00,1.22,1.06,0.070,343.9900000
2866,K2-334 b,K2-334,5.11398100, ,5.650,27.20000,0.829000, ,1380,15.350000,6502.00,1.49,1.36,0.170,371.8230000
2867,K2-335 b,K2-335,12.28321100, ,2.210,5.52000,2.810000, ,949,20.300000,6222.00,1.33,1.23,0.100,557.9930000
2868,K2-336 b,K2-336,21.19473300, ,1.220,1.98000,5.990000, ,569,32.370000,5424.00,0.80,0.86,-0.170,239.2890000
2869,K2-337 b,K2-337,16.27356300, ,2.620,7.37000,2.250000, ,850,15.390000,5869.00,1.32,0.94,-0.270,421.6360000
2870,K2-338 b,K2-338,3.85061400, ,1.030,1.08000,5.430000, ,783,15.130000,4558.00,0.63,0.66,-0.230,156.9510000
2871,K2-339 b,K2-339,19.50742800, ,1.920,4.35000,3.380000, ,508,40.710000,4857.00,0.72,0.74,-0.110,360.3600000
2872,K2-34 b,K2-34,2.99563480,0.044200,13.750,539.67534,0.940000,0.000000,1687,6.680000,6168.00,1.42,1.16,0.010,348.6460000
2873,K2-340 b,K2-340,29.74045100, ,3.360,11.20000,1.620000, ,606,40.800000,5532.00,1.13,0.93,0.080,738.1360000
2874,K2-341 b,K2-341,36.55255100, ,3.210,10.40000,1.730000, ,598,42.130000,5817.00,1.16,0.98,-0.050,421.4080000
2875,K2-342 b,K2-342,11.56105200, ,2.030,4.78000,3.140000, ,861,21.960000,5920.00,1.09,1.01,-0.060,208.3570000
2876,K2-343 b,K2-343,2.78717400, ,1.650,3.36000,4.110000, ,653,13.470000,3804.00,0.46,0.49,-0.100,166.1690000
2877,K2-343 c,K2-343,7.67697200, ,2.020,4.74000,3.160000, ,465,26.110000,3804.00,0.46,0.49,-0.100,166.1690000
2878,K2-344 b,K2-344,3.35585000, ,1.590,3.15000,4.310000, ,722,13.790000,4374.00,0.49,0.51,-0.950,75.1691000
2879,K2-345 b,K2-345,10.36743700, ,2.110,5.10000,2.980000, ,437,36.120000,3779.00,0.52,0.56,0.260,162.4080000
2880,K2-346 b,K2-346,26.20144600, ,2.260,5.73000,2.730000, ,450,56.680000,4801.00,0.70,0.71,-0.180,105.5800000
2881,K2-347 b,K2-347,7.18725700, ,2.410,6.39000,2.510000, ,640,21.520000,4599.00,0.63,0.66,-0.260,320.3360000
2882,K2-348 b,K2-348,4.68841800, ,3.260,10.70000,1.700000, ,908,12.550000,5077.00,0.85,0.83,0.130,201.8560000
2883,K2-348 c,K2-348,12.55017100, ,2.670,7.61000,2.200000, ,655,24.470000,5077.00,0.85,0.83,0.130,201.8560000
2884,K2-349 b,K2-349,9.03217800, ,1.380,2.48000,5.190000, ,518,19.990000,4385.00,0.49,0.54,-0.660,453.5670000
2885,K2-35 b,K2-35,2.39996400,0.031000,1.320,2.30000,5.500000,0.130000,979,10.530000,4402.71,0.62,0.70,0.040,252.5960000
2886,K2-35 c,K2-35,5.60835200,0.055000,1.930,4.38000,3.350000,0.120000,766,19.100000,4402.71,0.62,0.70,0.040,252.5960000
2887,K2-350 b,K2-350,4.16387300, ,1.540,2.99000,4.500000, ,1158,10.680000,5789.00,1.04,0.98,-0.020,489.3680000
2888,K2-350 c,K2-350,19.99194400, ,2.740,7.95000,2.120000, ,687,28.710000,5789.00,1.04,0.98,-0.020,489.3680000
2889,K2-351 b,K2-351,7.80616400, ,2.540,6.99000,2.340000, ,934,20.200000,5769.00,1.05,1.02,0.080,694.7340000
2890,K2-352 b,K2-352,3.66591200, ,1.370,2.45000,5.240000, ,1160,15.660000,5791.00,0.95,0.98,-0.050,176.0510000
2891,K2-352 c,K2-352,8.23488500, ,1.920,4.35000,3.380000, ,885,16.350000,5791.00,0.95,0.98,-0.050,176.0510000
2892,K2-352 d,K2-352,14.87138700, ,2.230,5.60000,2.770000, ,727,25.940000,5791.00,0.95,0.98,-0.050,176.0510000
2893,K2-353 b,K2-353,15.46680500, ,5.550,26.30000,0.845000, ,735,25.060000,5698.00,0.99,0.87,-0.210,268.5150000
2894,K2-354 b,K2-354,3.79330600, ,1.560,3.05000,4.410000, ,543,19.050000,3669.00,0.41,0.43,-0.040,91.7220000
2895,K2-355 b,K2-355,5.73856470,0.063200,2.250,5.69000,2.740000, ,1066,14.850000,5790.00,0.92,0.96,-0.120,500.4970000
2896,K2-356 b,K2-356,21.02673660,0.159900,2.290,5.86000,2.680000, ,624,40.150000,5568.00,0.86,0.90,-0.110,355.5400000
2897,K2-357 b,K2-357,16.34886370,0.145000,3.720,13.40000,1.430000, ,735,31.620000,5794.00,1.00,0.98,-0.020,517.6870000
2898,K2-358 b,K2-358,11.25102850,0.086300,2.680,7.65000,2.180000, ,888,20.610000,5650.00,0.91,0.93,-0.070,480.3070000
2899,K2-36 b,K2-36,1.42261400,0.022300,1.430,3.90000,7.200000,0.000000,1224,6.630000,4916.00,0.72,0.79,-0.090,109.7490000
2900,K2-36 c,K2-36,5.34105070,0.055740,3.120,7.80000,1.300000,0.000000,788,15.320000,4953.00,0.73,0.81,-0.047,109.7490000
2901,K2-365 b,K2-365,23.44817200, ,2.906,8.78000,1.970000, , ,30.650000,5561.00,1.05,0.82,-0.021,187.2220000
2902,K2-366 b,K2-366,15.93703900, ,2.359,6.16000,2.580000, , ,27.630000,5601.00,0.94,0.83,-0.216,185.9470000
2903,K2-367 b,K2-367,20.64509900, ,2.413,6.41000,2.510000, , ,45.050000,4348.00,0.62,0.76,-0.351,176.9650000
2904,K2-368 b,K2-368,5.02559800, ,1.332,2.34000,5.440000, , ,16.200000,4663.00,0.66,0.75,-0.250,206.6080000
2905,K2-368 c,K2-368,9.66018600, ,1.361,2.42000,5.270000, , ,25.980000,4663.00,0.66,0.75,-0.250,206.6080000
2906,K2-368 d,K2-368,20.20108500, ,1.948,4.45000,3.310000, , ,42.920000,4663.00,0.66,0.75,-0.250,206.6080000
2907,K2-369 b,K2-369,5.76161200, ,1.313,2.28000,5.530000, , ,14.310000,5682.00,0.88,0.73,-0.234,185.5500000
2908,K2-37 b,K2-37,4.44117000,0.051100,1.610,3.22000,4.240000, ,974,11.400000,5413.00,0.85,0.90,-0.030,179.9430000
2909,K2-37 c,K2-37,6.42904000,0.065400,2.750,8.00000,2.110000, ,861,13.500000,5413.00,0.85,0.90,-0.030,179.9430000
2910,K2-37 d,K2-37,14.09189000,0.110300,2.730,7.90000,2.130000, ,663,26.200000,5413.00,0.85,0.90,-0.030,179.9430000
2911,K2-370 b,K2-370,2.14084000, ,3.207,10.40000,1.730000, ,1328,3.660000,5377.00,0.97,0.98,0.018,144.2020000
2912,K2-371 b,K2-371,3.11490500, ,13.024, , , ,957,8.640000,4925.00,0.74,0.96,-0.107,442.8130000
2913,K2-372 b,K2-372,9.84407700, ,2.945,8.98000,1.930000, , ,20.010000,5479.00,0.92,0.85,-0.064,463.8800000
2914,K2-373 b,K2-373,11.02066000, ,2.061,4.90000,3.080000, , ,15.290000,6138.00,1.49,1.16,0.049,229.5670000
2915,K2-374 b,K2-374,4.52195300, ,1.593,3.16000,4.300000, , ,11.440000,5789.00,0.91,0.73,-0.292,359.4390000
2916,K2-374 c,K2-374,16.43445000, ,2.213,5.53000,2.800000, , ,27.110000,5789.00,0.91,0.73,-0.292,359.4390000
2917,K2-375 b,K2-375,14.45389500, ,2.243,5.66000,2.760000, , ,16.900000,5822.00,1.54,1.12,-0.091,696.1000000
2918,K2-376 b,K2-376,5.77647500, ,1.736,3.66000,3.840000, , ,11.580000,5937.00,1.15,0.91,-0.176,161.6100000
2919,K2-377 b,K2-377,12.83223500, ,1.693,3.51000,3.970000, , ,30.040000,4200.00,0.69,0.82,-0.008,195.1490000
2920,K2-378 b,K2-378,2.06043800, ,2.880,8.65000,1.990000, , ,9.520000,4823.00,0.73,0.92,-0.206,687.9730000
2921,K2-379 b,K2-379,8.77724700, ,2.181,5.40000,2.860000, , ,34.560000,4603.00,0.75,0.86,-0.045,182.2070000
2922,K2-38 b,K2-38,4.01593000,0.049940,1.540,7.30000,11.000000,0.197000,1266,10.130000,5731.00,1.06,1.03,0.260,192.6900000
2923,K2-38 c,K2-38,10.56103000,0.095140,2.290,8.30000,3.800000,0.161000,916,19.300000,5731.00,1.06,1.03,0.260,192.6900000
2924,K2-380 b,K2-380,9.40131200, ,2.729,7.89000,2.130000, , ,15.190000,5911.00,1.32,0.99,-0.049,249.3030000
2925,K2-381 b,K2-381,7.93893340, ,1.075,1.26000,5.570000, , ,31.050000,4473.00,0.68,0.75,-0.244,145.7010000
2926,K2-381 c,K2-381,16.03465600, ,2.000,4.66000,3.200000, , ,39.390000,4473.00,0.68,0.75,-0.244,145.7010000
2927,K2-381 d,K2-381,26.80302300, ,1.689,3.50000,3.990000, , ,59.430000,4473.00,0.68,0.75,-0.244,145.7010000
2928,K2-382 b,K2-382,21.70015600, ,2.072,4.95000,3.060000, , ,40.810000,5452.00,0.81,0.92,-0.027,278.4120000
2929,K2-383 b,K2-383,1.86596200, ,1.564,3.07000,4.410000, , ,7.770000,5129.00,0.80,1.06,0.187,203.7880000
2930,K2-384 b,K2-384,2.23152700, ,1.076,1.26000,5.560000, , ,16.590000,3623.00,0.35,0.33,0.068,82.6603000
2931,K2-384 c,K2-384,4.19476600, ,1.191,1.82000,5.920000, , ,24.630000,3623.00,0.35,0.33,0.068,82.6603000
2932,K2-384 d,K2-384,6.67958200, ,1.392,2.52000,5.130000, , ,27.930000,3623.00,0.35,0.33,0.068,82.6603000
2933,K2-384 e,K2-384,9.71504300, ,1.345,2.37000,5.350000, , ,38.390000,3623.00,0.35,0.33,0.068,82.6603000
2934,K2-384 f,K2-384,13.62749000, ,2.222,5.57000,2.790000, , ,47.700000,3623.00,0.35,0.33,0.068,82.6603000
2935,K2-385 b,K2-385,2.38086700, ,1.539,2.98000,4.490000, , ,10.070000,4844.00,0.76,0.93,-0.224,420.8190000
2936,K2-386 b,K2-386,7.47322300, ,2.320,5.99000,2.640000, , ,16.230000,5749.00,0.97,0.91,0.074,428.7850000
2937,K2-387 b,K2-387,28.73532700, ,7.322,42.20000,0.591000, , ,55.420000,3572.00,0.59,0.57,0.126,266.3180000
2938,K2-388 b,K2-388,6.33906900, ,3.660,13.00000,1.460000, , ,14.710000,5367.00,0.90,0.84,0.124,290.4950000
2939,K2-389 b,K2-389,8.58404300, ,2.184,5.41000,2.850000, , ,20.680000,5782.00,1.08,0.80,-0.034,259.2080000
2940,K2-389 c,K2-389,20.85133700, ,2.040,4.82000,3.120000, , ,28.900000,5782.00,1.08,0.80,-0.034,259.2080000
2941,K2-39 b,K2-39,4.60543000,0.057080,6.277,28.60470,0.500000,0.000000,1670,3.410000,4881.00,2.97,0.66,0.320,307.4700000
2942,K2-390 b,K2-390,3.31279200, ,4.662,19.60000,1.060000, ,1300,5.510000,5558.00,0.97,0.79,-0.116,456.1220000
2943,K2-391 b,K2-391,4.62265400, ,1.371,2.45000,5.220000, , ,11.920000,5543.00,0.57,0.76,-0.543,507.9400000
2944,K2-392 b,K2-392,15.39872300, ,1.850,4.08000,3.540000, , ,24.320000,5726.00,1.06,0.84,-0.238,406.9850000
2945,K2-393 b,K2-393,10.41318100, ,2.352,6.13000,2.590000, , ,18.380000,5678.00,1.07,0.88,0.076,265.9140000
2946,K2-394 b,K2-394,5.09571700, ,1.692,3.51000,3.980000, , ,15.960000,4938.00,0.63,0.48,-0.388,98.0152000
2947,K2-395 b,K2-395,4.80335200, ,2.597,7.26000,2.280000, , ,14.440000,5007.00,0.78,0.95,-0.033,286.7270000
2948,K2-395 c,K2-395,8.49128200, ,3.395,11.40000,1.600000, , ,22.430000,5007.00,0.78,0.95,-0.033,286.7270000
2949,K2-396 b,K2-396,0.67386200, ,1.579,3.12000,4.350000, , ,3.290000,5236.00,0.92,0.95,0.237,274.8640000
2950,K2-396 c,K2-396,25.76051000, ,3.124,9.93000,1.790000, , ,39.310000,5236.00,0.92,0.95,0.237,274.8640000
2951,K2-397 b,K2-397,3.57232600, ,2.417,6.42000,2.500000, , ,10.110000,5387.00,0.97,0.94,0.110,199.3540000
2952,K2-398 b,K2-398,6.39302500, ,2.274,5.79000,2.710000, , ,11.590000,5946.00,1.24,0.95,-0.257,606.9920000
2953,K2-398 c,K2-398,18.78783900, ,5.098,22.80000,0.946000, , ,23.550000,5946.00,1.24,0.95,-0.257,606.9920000
2954,K2-399 b,K2-399,0.75997800, ,6.049,30.50000,0.757000, ,2529,1.890000,5690.00,1.54,0.78,0.252,515.4910000
2955,K2-4 b,K2-4,10.00341700,0.078000,2.100,5.06000,3.000000,0.080000,563,27.680000,4014.73,0.57,0.64,-0.120,231.8280000
2956,K2-400 b,K2-400,3.86505300, ,1.163,1.67000,5.830000, , ,19.120000,3578.00,0.38,0.37,-0.051,62.3804000
2957,K2-401 b,K2-401,6.29309900, ,2.262,5.74000,2.730000, , ,20.970000,4213.00,0.68,0.87,-0.098,200.7270000
2958,K2-402 b,K2-402,17.27474000, ,2.678,7.65000,2.190000, , ,23.110000,5716.00,1.28,0.94,-0.378,523.0550000
2959,K2-403 b,K2-403,33.58997900, ,5.333,24.60000,0.891000, , ,39.870000,5511.00,0.89,0.78,-0.162,246.5990000
2960,K2-404 b,K2-404,13.11536500, ,2.530,6.94000,2.350000, , ,34.740000,3748.00,0.55,0.55,0.005,121.6300000
2961,K2-405 b,K2-405,3.43547100, ,4.569,18.90000,1.090000, ,969,6.330000,4927.00,0.77,1.03,0.132,197.2340000
2962,K2-406 b,K2-406,22.54940600, ,4.602,19.20000,1.080000, , ,32.150000,5784.00,0.96,0.80,-0.038,85.3751000
2963,K2-407 b,K2-407,4.94190700, ,1.283,2.19000,5.700000, , ,12.770000,5563.00,0.93,0.88,0.014,218.3760000
2964,K2-407 c,K2-407,9.22453000, ,1.360,2.42000,5.290000, , ,18.760000,5563.00,0.93,0.88,0.014,218.3760000
2965,K2-408 b,K2-408,20.97895900, ,1.677,3.45000,4.020000, , ,36.240000,5335.00,0.78,0.81,-0.171,162.3060000
2966,K2-409 b,K2-409,1.90808400, ,2.482,6.72000,2.420000, , ,5.320000,5742.00,1.23,0.89,-0.036,431.0310000
2967,K2-411 b,K2-411,3.21410000,0.051100,0.990,0.93700,5.310000, , , ,5711.00,1.38,1.02,0.142,298.2190000
2968,K2-412 b,K2-412,5.93820000,0.058600,2.116,5.13000,2.980000, , , ,5590.00,0.98,0.89,0.014,654.0850000
2969,K2-413 b,K2-413,0.80940000,0.011700,0.760,0.36300,4.550000, , , ,4116.00,0.70,0.81,-0.205,285.1620000
2970,K2-413 c,K2-413,5.33010000,0.042600,1.233,2.05000,6.010000, , , ,4116.00,0.70,0.81,-0.205,285.1620000
2971,K2-414 b,K2-414,4.36960000,0.048700,1.219,1.98000,6.010000, , , ,4343.00,0.73,0.81,-0.102,260.0360000
2972,K2-414 c,K2-414,6.66900000,0.055200,1.929,4.38000,3.350000, , , ,4343.00,0.73,0.81,-0.102,260.0360000
2973,K2-42 b,K2-42,6.68796000,0.061700,2.150,5.27000,2.910000, , ,14.000000,4613.00,0.64,0.70, ,396.9130000
2974,K2-43 b,K2-43,3.47114900,0.037840,4.510,18.50000,1.110000,0.070000,939,8.000000,3840.60,0.54,0.57, ,182.5360000
2975,K2-43 c,K2-43,2.19888400, ,2.420,6.44000,2.500000, ,1094,5.900000,3840.60,0.54,0.57, ,182.5360000
2976,K2-44 b,K2-44,5.65700000,0.060000,2.433,6.50000,2.480000, ,1211,9.377576,5912.00,1.58,1.15,0.000,476.7030000
2977,K2-45 b,K2-45,1.72926840,0.022400,6.710,36.40000,0.662000,0.100000,1074,7.670000,4103.00,0.45,0.50, ,495.3170000
2978,K2-46 b,K2-46,19.15410000,0.138210,2.050,4.86000,3.100000, ,889,18.822359,6256.00,1.29,0.96,-0.320,449.2370000
2979,K2-47 b,K2-47,31.63720000,0.177900,1.890,4.23000,3.440000, , ,46.800000,5054.00,0.76,0.75,-0.224,349.8810000
2980,K2-48 b,K2-48,20.50650000,0.134400,2.240,5.65000,2.760000, , ,42.000000,4899.00,0.73,0.77,-0.190,313.7640000
2981,K2-49 b,K2-49,2.77065000,0.030900,1.930,4.38000,3.350000, , ,8.530000,4175.00,0.45,0.51, ,457.1250000
2982,K2-5 b,K2-5,5.73594000,0.053200,1.910,4.31000,3.400000, ,565,14.000000,3930.00,0.57,0.61,-0.330,202.9430000
2983,K2-5 c,K2-5,10.93241000,0.081800,2.260,5.73000,2.730000, ,456,15.600000,3930.00,0.57,0.61,-0.330,202.9430000
2984,K2-50 b,K2-50,8.75290000,0.070500,1.590,3.15000,4.310000, , ,20.600000,4326.00,0.55,0.61,-0.113,257.4430000
2985,K2-52 b,K2-52,3.53505500,0.054000,18.000,45700.00000,43.100000, ,2004,5.200000,7147.00,2.19,1.69,0.055,1038.4100000
2986,K2-53 b,K2-53,12.20772000,0.098000,2.600,7.27000,2.270000, ,665,26.300000,5263.00,0.81,0.85,-0.037,138.0180000
2987,K2-54 b,K2-54,9.78430000,0.067100,1.150,1.60000,5.780000, , , ,3798.00,0.38,0.42, ,174.9550000
2988,K2-55 b,K2-55,2.84925800,0.034860,3.820,14.00000,1.380000,0.070000,912,10.460000,4456.00,0.63,0.70, ,159.5220000
2989,K2-57 b,K2-57,9.00630000,0.074600,2.100,5.06000,3.000000, , ,25.700000,4434.00,0.62,0.68, ,264.2130000
2990,K2-58 b,K2-58,7.05254000,0.069200,2.680,7.65000,2.180000, , ,23.900000,5413.00,0.86,0.89,0.110,181.7460000
2991,K2-58 c,K2-58,2.53726000,0.035000,1.620,3.26000,4.210000, , ,7.914045,5413.00,0.86,0.89,0.110,181.7460000
2992,K2-58 d,K2-58,22.88270000,0.151700,1.710,3.57000,3.920000, , ,48.667611,5413.00,0.86,0.89,0.110,181.7460000
2993,K2-59 b,K2-59,20.69210000,0.135400,2.410,6.39000,2.510000, , ,63.000000,5055.00,0.73,0.77, ,311.3130000
2994,K2-59 c,K2-59,11.29540000,0.090500,2.300,5.90000,2.660000, , ,44.000000,5055.00,0.73,0.77, ,311.3130000
2995,K2-6 b,K2-6,30.94191000,0.189800,2.500,6.80000,2.390000, ,615,50.270000,5850.00,0.96,0.97,-0.140,316.8190000
2996,K2-60 b,K2-60,3.00265000,0.045000,7.656,135.39558,1.700000,0.000000,1400,7.780000,5500.00,1.12,0.97,0.010,491.8700000
2997,K2-61 b,K2-61,2.57302000,0.039200,2.480,6.71000,2.420000, , ,6.240000,6293.00,1.36,1.21,0.170,405.7320000
2998,K2-62 b,K2-62,6.67202000,0.063600,2.140,5.22000,2.930000, , ,29.874248,4880.00,0.73,0.77,-0.290,112.4670000
