,orbit_semi-major_axis_[au]),equilibrium_temperature_[k],insolation_flux_earth,orbital_period_[days]
4756,0.0692,393,5.65,9.87863917
4757,0.1654,268,0.81,38.09722
4758,0.4706,284,0.98,140.2524
4759,2.026,206,0.30,1047.8356
4760,0.103,863,155.00,11.8728787
4761,0.1974,651,24.94,31.562
4762,3.053, , ,1919.0
4763,0.0544,2034,4055.29,3.84937278
4764,0.072,772,77.54,7.650254
4765,0.195,468,10.51,34.260281
4766,0.0246,1313,651.41,1.55400393
4767,0.633,243,0.88,175.06
4768,0.1072,362,4.07,17.6046
4769,0.1137,776,85.46,14.3868
4770,0.1006,906,159.04,11.9548
4771,0.1761,672,48.23,25.8476
4772,0.2383,578,26.34,40.7157
4773,0.4256,655,17.31,83.5781
4774,0.124,721,63.79,15.434
4775,0.0745,530,18.66,9.51216
4776,0.0228,958,199.28,1.60932005
4777,0.04825,918,122.50,4.3931539
4778,0.0684,771,61.18,7.406106
4779,0.1404,538,14.49,21.80379
4780,1.883,134,0.08,1071.23205
4781,0.1528,731,67.67,20.4998
4782,0.0491,962,202.48,4.16787
4783,0.5726,423,7.56,150.878
4784,0.2127,611,33.01,33.7888
4785,0.3017,417,7.13,62.5611
4786,0.3076,465,11.10,63.0382
4787,0.1954,782,33.45,29.9221
4788,0.1624,712,60.81,22.064
4789,0.5302,329,2.78,147.974
4790,0.0892,813,103.30,9.75376
4791,0.056,1240,725.06,4.425391
4792,0.116,862,169.00,13.193242
4793,0.0784,771,83.63,8.77424
4794,0.32,442,5.33,69.8956
4795,0.1134,694,54.74,14.8334
4796,0.1182,669,47.32,15.0337
4797,0.2253,347,3.42,47.7055
4798,0.1485,625,36.01,20.4905
4799,0.0866,913,164.38,9.30987
4800,0.0532,598,30.22,5.77954
4801,0.0577,772,84.01,5.62012
4802,0.0798,879,141.04,8.483
4803,0.04,962,195.22,3.250619
4804,0.062,776,82.85,6.195469
4805,0.075,702,55.53,8.348125
4806,0.105,595,28.55,13.767102
4807,0.359,321,2.44,87.090195
4808,0.7097,267,1.20,234.636
4809,0.0495,1283,641.53,3.8482
4810,0.0646,897,153.48,5.95966
4811,0.1011,807,100.37,12.0999
4812,0.0588,1059,296.73,5.36370993
4813,0.0449,956,197.66,3.89526
4814,0.0529,957,198.57,4.7329
4815,0.3244,454,10.04,65.9409
4816,0.2008,630,37.30,33.4969
4817,0.0203,1351,784.51,1.2107
4818,0.0418,1010,245.65,3.49082
4819,0.02591,1570,1481.77,1.4857108
4820,0.08,899,136.52,7.930592
4821,0.131,702,50.68,16.665863
4822,0.7576,329,2.77,234.239
4823,0.5608,273,1.31,169.134
4824,0.1275,555,22.40,18.5012
4825,2.027,254,0.34,988.88112
4826,0.08,789,91.74,9.03502
4828,1.64, ,0.56,737.1131
4829,0.3192,472,10.02,65.70459747
4830,0.05,1053,304.18,4.166972
4831,0.098,752,78.91,11.463462
4832,0.223,497,15.10,39.595519
4833,0.1159,694,49.29,14.91110039
4834,0.1463,669,47.39,21.06080055
4835,0.0903,391,5.52,13.81499958
4836,0.1469,900,150.48,18.01160049
4837,0.1047,1211,522.13,10.27530003
4838,0.2178,646,33.49,35.59730148
4839,0.1916,408,6.22,35.58100128
4840,0.2014,780,87.69,30.65279961
4841,0.4878,345,3.33,135.1880035
4842,0.0674,1287,649.26,6.14955998
4843,0.04,1256,639.48,2.940309
4844,0.068,970,227.22,6.388996
4845,0.118,736,75.29,14.627119
4846,0.211,550,23.43,35.118736
4847,0.1043,697,55.86,12.70639992
4848,0.0519,924,172.60,4.59238005
4849,0.0819,753,76.14,9.17856979
4850,0.2249,568,24.54,39.75289917
4851,0.0683,999,234.98,6.45442009
4852,0.1302,767,74.26,16.71990013
4853,0.1306,582,27.09,18.39629936
4854,0.0796,757,77.75,9.02929974
4855,0.0535,886,145.48,4.78299999
4856,0.0418,595,29.68,4.22097015
4857,0.048,1179,599.50,4.263742
4858,0.074,956,258.42,8.005777
4859,0.1131,833,113.75,13.81019974
4860,0.1401,486,13.18,21.76129913
4861,0.2015,699,27.05,32.31240082
4862,0.0933,1021,257.11,9.22957993
4863,0.0714,985,222.91,6.7968502
4864,0.0621,502,15.01,7.71792984
4865,0.2188,566,24.27,37.81029892
4866,0.297,383,5.09,64.61750031
4867,0.0781,957,198.67,7.67463016
4868,0.0697,839,117.50,7.34370995
4869,0.1,553,24.42,13.98179
4870,0.214,377,5.30,44.000529
4871,0.677,212,0.53,247.35373
4872,0.0779,858,127.95,8.17240047
4873,0.0296,615,33.79,2.75759006
4874,0.2587,462,10.73,49.47819901
4875,0.0822,1144,404.99,7.64971018
4876,0.2093,532,18.95,37.10110092
4877,0.0408,1449,1044.49,3.01619005
4878,0.9453,310,2.17,321.2120056
4879,0.066,875,138.33,6.23031998
4880,0.0615,955,196.33,5.82352018
4881,0.0956,420,7.34,14.53409958
4882,0.105,827,129.64,11.903515
4883,0.213,583,31.95,34.035257
4884,0.6785,298,1.85,205.9120026
4885,0.0712,984,221.46,7.01731014
4886,0.2698,419,7.29,56.35850143
4887,0.1179,583,27.41,16.00460052
4888,0.0718,672,48.20,8.19594955
4889,0.1668,631,37.43,24.81209946
4890,0.0319,1093,338.40,2.35575008
4891,0.1335,549,21.50,19.65640068
4892,0.0919,1028,93.64,9.97721005
4893,0.0429,954,195.70,3.7202301
4894,0.058,841,123.80,5.433074
4895,0.102,633,39.63,12.759712
4896,0.163,501,15.54,25.751974
4897,0.2494,398,6.22,51.16579
4898,0.2084,480,12.56,38.3260994
4899,0.0413,613,33.34,4.04354
4900,0.204,714,61.49,29.53910065
4901,0.0257,1822,2597.27,1.48028004
4902,0.3512,511,16.17,70.46829987
4903,0.0917,855,126.48,10.41889954
4904,0.4229,406,6.44,105.0149994
4905,0.2873,393,5.66,59.65829849
4906,0.1286,933,179.16,15.13589954
4907,0.3987,483,12.83,89.1934967
4908,0.2184,549,30.40,36.8601
4909,0.2655,497,25.40,49.40926
4910,0.1261,699,56.43,16.84189987
4911,0.3815,391,5.51,88.64399719
4912,0.0418,1155,421.21,3.21509004
4913,0.2489,623,31.05,40.80970001
4914,0.3096,522,17.53,59.77080154
4915,0.3986,522,8.08,85.65399933
4916,0.2124,603,31.35,35.01190186
4917,0.1031,819,106.52,12.18420029
4918,0.0956,942,186.14,10.08740044
4919,0.1264,730,67.34,16.34359932
4920,0.085,846,84.57,9.576694
4921,0.142,656,30.55,20.552802
4922,0.397,392,3.87,96.678988
4923,0.4276,340,3.14,109.4449997
4924,0.0574,1003,239.11,4.88752985
4925,0.0582,773,84.16,5.75622988
4926,0.077,1088,331.35,8.27744007
4927,0.1072,724,64.80,13.59049988
4928,0.1379,666,46.51,19.58550072
4929,0.3659,501,14.85,78.5460968
4930,0.227,540,20.04,39.31370163
4931,0.0343,956,197.81,2.80012012
4932,0.3543,380,4.91,80.23190308
4933,0.036,1075,360.26,2.735926
4934,0.064,810,115.98,6.40013
4935,0.197,682,31.79,31.58889961
4936,0.0761,1021,257.14,7.72086
4937,0.0488,1047,283.78,4.1957798
4938,0.0787,713,61.24,8.77999973
4939,0.0821,703,57.59,9.76298046
4940,0.1002,520,17.30,13.36019993
4941,0.1879,598,30.30,29.4557991
4942,0.1637,684,51.68,23.3593998
4943,0.1082,408,6.52,16.85589981
4944,0.1028,770,83.04,11.9296999
4945,0.0447,1165,355.74,3.504725
4946,0.0752,899,126.08,7.64159
4947,0.1172,720,51.92,14.85888
4948,0.109,781,72.12,13.817124
4949,0.229,540,16.42,41.885775
4950,0.0592,1533,1306.97,4.56202984
4951,0.0915,829,111.52,10.44089985
4952,0.0662,581,26.91,15.45020008
4953,0.1748,357,3.86,33.13610077
4954,0.1017,913,164.61,12.28849983
4955,0.0699,479,12.48,8.84794044
4956,0.0813,729,66.89,9.03332043
4957,0.0988,1108,356.24,10.86060047
4958,0.1467,601,30.94,23.3404007
4959,0.0435,877,139.89,3.7572999
4960,0.04,1041,255.58,3.137873
4961,0.049,937,168.19,4.302149
4962,0.4137,380,4.91,101.1330032
4963,0.3462,455,10.11,76.42230225
4964,0.0765,1034,270.34,7.16521978
4965,0.0364,1059,298.20,2.81816006
4966,0.0371,1022,258.48,2.93535996
4967,0.0984,763,80.01,12.19139957
4968,0.3648,310,2.18,91.50099945
4969,0.2348,463,10.85,44.29919815
4970,0.055,1209,504.23,4.64490986
4971,0.1337,760,78.99,16.48690033
4972,0.096,935,239.79,9.825792
4973,0.157,729,88.85,20.684342
4974,0.1964,561,23.41,31.03249931
4975,0.1244,644,40.61,16.45809937
4976,0.1416,507,15.65,22.13339996
4977,0.1528,718,62.99,21.10339928
4978,0.4267,421,7.45,95.61100006
4979,0.0187,1520,1264.70,1.02586997
4980,0.0213,806,99.32,1.61536002
4981,0.0455,1329,737.02,3.70061994
4982,0.0924,799,96.27,10.2737999
4983,0.0559,860,129.37,5.18671989
4984,0.064,1088,281.85,5.687945
4985,0.103,857,108.72,11.637071
4986,0.3259,681,18.62,56.49330139
4987,0.0655,1051,288.69,5.78387022
4988,0.037,1022,257.32,3.13878989
4989,0.0771,1177,454.45,6.8921299
4990,0.0496,848,122.02,4.60301018
4991,0.0997,808,100.96,11.96409988
4992,0.0602,1093,338.15,5.25416994
4993,0.065,1012,247.83,5.90608978
4994,0.1096,1097,162.84,12.14680004
4995,0.0583,1049,286.32,5.05675983
4996,0.092,780,70.36,10.687576
4997,0.141,630,29.88,20.303005
4998,0.179,559,18.56,29.022358
4999,0.4644,284,1.54,131.1900024
5000,0.1606,542,20.35,25.88599968
5001,0.116,822,108.07,14.02639961
5002,0.171,772,84.00,25.54339981
5003,0.0478,1074,314.25,3.92451
5004,0.0885,584,27.47,11.60649967
5005,0.1089,552,21.92,14.82009983
5006,0.0989,843,119.44,11.12969971
5007,0.0563,774,84.65,5.60402012
5008,0.2597,355,3.76,57.29290009
5009,0.026,1237,475.51,1.6329
5010,0.139,530,16.03,20.729042
5011,0.0206,1008,245.15,1.3858
5012,0.1016,776,85.78,12.02289963
5013,0.0762,760,79.10,7.97094011
5014,0.2395,386,5.23,48.88819885
5015,0.2119,420,7.33,39.83110046
5016,0.0115,849,86.97,0.72733098
5017,0.0215,1344,772.73,1.30200005
5018,0.0807,946,188.93,8.94340992
5019,0.3575,330,2.79,88.07160187
5020,0.0394,1455,1056.15,2.72959995
5021,0.0343,571,37.37,3.8867907
5022,0.0451,464,13.98,7.267302
5023,0.0781,379,7.20,13.342996
5024,0.11,319,3.61,22.407704
5025,0.432,177,0.30,129.9441
5026,0.1021,697,55.82,12.73719978
5027,0.2408,617,34.19,40.0306015
5028,0.1199,645,41.04,16.05730057
5029,0.2555,508,15.74,44.99760056
5030,0.0488,1156,423.00,3.88151002
5031,0.0344,1203,495.14,2.52400994
5032,0.1016,834,114.36,11.66009998
5033,0.0872,768,82.32,9.88735962
5034,0.6266,215,0.50,211.0339966
5035,0.0791,865,132.43,8.16736031
5036,0.059,1244,902.24,4.938864
5037,0.099,963,324.13,10.640263
5038,0.0453,1046,283.23,3.60694003
5039,0.0308,1403,917.15,1.95270002
5040,0.0465,1005,241.25,3.82591009
5041,0.0128,1787,2412.15,0.558842
5042,0.2633,356,3.79,56.57320023
5043,0.2039,559,23.05,34.45859909
5044,0.0735,1194,479.87,6.99202013
5045,0.0351,1278,632.62,2.37756991
5046,0.0521,1063,302.60,4.44587994
5047,0.0953,987,139.20,10.61340046
5048,0.032,1463,1069.23,2.061897
5049,0.066,1025,257.35,5.996553
5050,0.054,606,31.73,6.30921984
5051,0.5368,289,1.65,159.3939972
5052,0.1151,894,150.64,13.78730011
5053,0.4438,416,7.08,103.427002
5054,0.0845,864,131.92,8.98832035
5055,0.036,1205,499.07,2.52255988
5056,0.16,580,26.68,24.2758007
5057,0.1421,625,36.14,19.94750023
5058,0.0956,886,145.67,11.39169979
5059,0.2082,493,14.00,37.30369949
5060,0.088,678,45.39,10.399931
5061,0.137,544,18.81,20.134866
5062,0.0563,1328,735.25,4.82059002
5063,0.0473,1017,253.28,4.02229023
5064,0.0633,822,108.04,6.33123016
5065,0.0504,1194,478.98,4.17936993
5066,0.0385,1231,544.05,2.76266003
5067,0.0615,789,91.45,6.07029009
5068,0.2529,536,19.50,44.87020111
5069,0.1546,505,15.43,24.22030067
5070,0.0522,1167,439.42,4.76562023
5071,0.0457,851,124.30,4.0957799
5072,0.0835,762,93.54,9.28716
5075,0.03,1166,417.24,2.019999
5076,0.045,948,181.70,3.763024
5077,0.042,1356,798.35,2.9862299
5078,0.0453,1132,389.41,3.48412991
5079,0.0385,601,30.84,3.82222009
5080,0.1321,769,82.56,17.0678997
5081,0.0436,567,24.38,4.57702017
5082,0.0451,1212,508.75,3.42392993
5083,0.0738,901,155.72,7.36268997
5084,0.0565,856,127.10,5.65245009
5085,0.1076,620,35.04,14.86390018
5086,0.0306,1031,266.01,2.39160991
5087,0.087,722,64.29,9.939632
5088,0.128,596,29.74,17.738506
5089,0.0599,857,127.64,5.94504102
5090,0.0536,645,40.88,5.68876982
5091,0.0636,987,223.93,5.9907999
5092,0.0646,976,214.55,6.05921984
5093,0.1209,818,105.70,14.1960001
5094,0.1954,585,27.66,30.82789993
5095,0.114,809,101.05,13.83539963
5096,0.2053,635,38.54,31.25429916
5097,0.103,675,48.99,12.90240002
5098,0.2524,497,14.43,47.0564003
5099,0.2107,479,12.46,37.88660049
5100,0.09,803,105.30,9.926746
5101,0.15,623,38.22,21.2234
5102,0.0668,926,186.08,6.47027579
5103,0.2043,660,44.87,30.2541008
5104,0.1557,967,207.16,20.03479958
5105,0.1077,740,71.11,13.22259998
5106,0.2846,553,8.63,52.60969925
5107,0.1216,821,107.44,15.33170033
5108,0.2588,531,18.74,46.71640015
5109,0.2197,451,9.80,42.87770081
5110,0.3859,677,9.64,73.75039673
5111,0.194,621,35.14,19.57783
5112,0.2987,566,24.33,59.36249924
5113,0.106,979,117.30,11.38848
5114,0.286,595,16.03,50.697494
5115,0.1025,643,40.51,13.02680016
5116,0.2356,619,34.77,38.5760994
5117,0.0123,1891,3049.23,0.52417702
5118,0.0561,1058,296.74,4.94329023
5119,0.0245,1700,1968.38,1.41975999
5120,0.0463,1083,324.78,3.95140004
5121,0.5548,524,17.85,126.5569992
5122,0.0943,1014,250.25,9.68859959
5123,0.0938,527,18.25,13.06260014
5124,0.0334,816,104.74,2.7906599
5125,0.032,1648,953.17,2.092281
5126,0.131,815,56.95,17.308032
5127,0.275,562,12.86,52.814973
5128,0.0525,885,145.23,4.95061016
5129,0.2054,666,46.53,31.33510017
5130,0.0516,1012,247.34,4.62604999
5131,0.0571,1098,344.04,4.85018015
5132,0.0918,801,97.62,9.84257984
5133,0.0597,808,100.72,6.08003998
5134,0.0394,1143,403.53,3.03519011
5135,0.0711,1298,669.78,6.9636302
5136,0.1022,399,5.98,15.57129955
5137,0.0352,1709,2016.25,2.20828009
5138,0.077,751,74.15,8.307872
5139,0.197,469,11.28,34.096863
5140,0.0871,752,75.83,10.77690029
5141,0.1435,728,66.27,20.65780067
5142,0.1724,725,65.27,27.21080017
5143,0.0607,731,67.62,6.24565983
5144,0.0625,949,192.09,5.88343
5145,0.117,853,113.90,14.26519966
5146,0.0563,674,48.82,5.94371986
5147,0.0299,1099,345.07,2.18662
5148,0.0856,806,99.60,9.32861996
5149,0.0617,811,102.25,6.38669014
5150,0.138,536,20.73,20.739886
5151,0.24,407,6.88,47.427737
5152,0.4484,297,1.83,122.0800018
5153,0.0354,1547,1352.14,2.29794002
5154,0.0588,866,132.98,5.6047101
5155,0.0783,901,155.95,7.99145985
5156,0.0298,1448,1038.36,1.96226001
5157,0.0322,986,223.80,2.44082999
5158,0.2301,492,13.89,41.86869812
5159,0.0763,733,68.28,8.61742973
5160,0.0735,1086,329.68,7.28169012
5161,0.0696,744,72.16,7.2810998
5162,0.0717,999,235.89,6.64752007
5163,0.06,1142,431.26,5.599308
5164,0.09,930,189.97,10.349695
5165,0.119,810,109.09,15.677563
5166,0.164,691,57.94,25.209715
5167,0.0763,1084,326.67,7.54425
5168,0.1041,1215,515.77,11.3295
5169,0.131,655,44.55,17.790037
5170,0.259,465,11.35,49.567416
5171,0.0229,1562,1444.52,1.31184443
5172,0.158,595,31.68,23.637604
5173,0.316,420,7.88,67.093408
5174,0.0463,1105,324.11,3.69611525
5175,0.0949,772,77.02,10.85409089
5176,0.3506,401,5.59,77.61130017
5177,0.0639,1040,166.00,6.09852281
5178,0.1396,705,35.07,19.57758478
5179,0.2055,524, ,34.94
5180,0.08,854,159.07,8.594805
5181,0.09,806,126.36,10.222157
5182,0.175,683,64.55,25.672083
5183,0.573,378,6.03,151.884058
5184,0.045,802,108.50,4.069427
5185,0.113,505,17.07,16.282493
5186,0.043,1308,668.22,3.162697
5187,0.061,1096,329.79,5.370647
5188,0.1,855,121.82,11.32972
5189,0.117,828,79.70,14.400974
5190,0.173,683,36.89,25.660593
5191,0.032,757,102.56,2.75564
5192,0.122,389,7.14,20.306546
5193,0.078,983,192.27,7.781987
5194,0.111,825,95.51,13.137471
5195,0.163,681,44.17,23.44281
5196,0.029,1930,4097.32,1.611865
5197,0.044,1556,1742.71,3.071571
5198,0.068,1254,732.60,5.868075
5199,0.054,1379,639.58,4.22864
5200,0.079,1141,300.17,7.466623
5201,0.103,999,176.28,11.131786
5202,0.132,880,106.34,16.259458
5203,0.122,668,48.66,16.087845
5204,0.231,486,13.64,41.749882
5205,0.042717,2025,3021.19,2.78578
5206,0.032,737,122.14,2.453234
5207,0.07,497,25.44,7.972513
5208,0.048,954,158.19,4.138575
5209,0.062,841,95.44,6.04045
5210,0.133,830,133.87,16.257582
5211,0.207,664,54.66,31.805174
5212,0.036,1326,833.47,2.46236
5213,0.057,1060,339.54,4.822962
5214,0.13,758,196.40,15.660544
5215,0.194,619,87.24,28.7798
5216,0.084,784,105.07,9.360672
5217,0.113,675,57.69,14.667108
5218,0.185,527,21.40,30.864423
5219,0.314,405,7.44,68.16101
5220,0.079,1069,540.03,7.693641
5221,0.136,814,182.06,17.406669
5222,0.065,1413,1366.48,5.374943
5223,0.089,1208,730.81,8.586004
5224,0.0505,1574,2099.75,3.88689525
5225,0.046,1156,460.66,3.619337
5226,0.248,500,16.15,44.699576
5227,0.4865,356,4.12,124.5244647
5228,0.057,1307,456.73,4.585512
5229,0.165,766,54.10,22.714613
5230,0.272,598,20.01,47.903645
5231,0.849,262,0.96,289.8623
5232,0.046,759,105.00,4.159807
5233,0.076,586,37.32,9.034199
5234,0.163,401,8.21,28.122397
5235,0.226,341,4.27,45.902733
5236,0.037,1090,308.88,2.795906
5237,0.059,860,119.84,5.690586
5238,0.087,712,56.29,10.04156
5239,0.13,582,25.16,18.369917
5240,0.048,1004,206.77,3.936981
5241,0.091,734,59.08,10.08881
5242,0.18,522,15.09,28.081912
5243,0.0756,1042,444.05,7.38449
5244,0.0916,947,302.47,9.84564
5245,0.1201,827,175.95,14.78869
5246,0.1455,751,119.88,19.72567
5247,0.038,937,201.49,3.132924
5248,0.058,758,86.33,5.925003
5249,0.089,610,36.29,11.349393
5250,0.124,517,18.73,18.643577
5251,0.056,579,38.88,6.738975
5252,0.111,412,9.90,18.794234
5253,0.047,1018,270.40,3.940997
5254,0.058,919,180.51,5.349555
5255,0.076,800,103.64,8.109044
5256,0.09,793,104.64,9.488015
5257,0.29,443,10.19,54.418694
5258,0.038,1360,863.78,2.566546
5259,0.052,1160,457.32,4.134444
5260,0.101,835,122.78,11.094286
5261,0.062,823,76.22,6.252972
5262,0.117,600,21.64,16.068638
5263,0.22,439,6.16,41.194912
5264,0.075,1157,446.11,7.1073
